ID,RA,DEC,ZBEST
27065,53.54256,-29.24277,0.6856465339660645
27066,53.542625,-27.5890277777778,0.49799999594688416
27067,53.542625,-29.61,0.18030999600887299
27068,53.54264,-28.70092,0.599389374256134
27069,53.54283,-28.20374,0.28953996300697327
27070,53.54288,-28.72807,0.34822511672973633
27071,53.54296,-29.21652,0.5962189435958862
27072,53.54317,-28.9935,0.8908460736274719
27073,53.54324,-29.12774,0.7387873530387878
27074,53.54327,-28.60044,0.21704323589801788
27075,53.54327,-28.40885,0.6849882006645203
27076,53.54342,-28.69405,0.15467511117458344
27077,53.54346,-28.66495,1.1193519830703735
27078,53.54347,-28.4144,0.6534715294837952
27079,53.54354,-28.59714,0.21429993212223053
27080,53.54355,-28.59321,0.5017979145050049
27081,53.54356,-28.57297,0.3677150309085846
27082,53.54364,-28.36078,0.9052267074584961
27083,53.54366,-28.19351,0.28570982813835144
27084,53.5436666666667,-29.5406944444444,0.5605499744415283
27085,53.54368,-28.76552,0.9056613445281982
27086,53.54381,-29.22212,0.43087995052337646
27087,53.543875,-27.8485555555556,1.931589961051941
27088,53.54395,-28.25007,0.2901684641838074
27089,53.54408,-28.92665,0.7216193675994873
27090,53.54416,-28.28531,0.3505125045776367
27091,53.5444,-28.29521,0.6899003386497498
27092,53.54445,-28.34688,0.5247894525527954
27093,53.54449,-28.9486,0.7245494723320007
27094,53.54449,-28.51704,0.540245771408081
27095,53.54451,-28.34348,0.7139777541160583
27096,53.5445833333333,-28.2028333333333,0.28911998867988586
27097,53.54472,-28.92324,0.3809415102005005
27098,53.54482,-29.24282,0.551403820514679
27099,53.54482,-28.42484,0.6615518927574158
27100,53.54485,-29.05662,0.17319722473621368
27101,53.54486,-28.20046,0.6938759684562683
27102,53.54494,-29.22093,0.594376266002655
27103,53.54507,-28.60559,0.6806542277336121
27104,53.54517,-28.16372,0.43530911207199097
27105,53.5452,-28.45663,0.6532166004180908
27106,53.54523,-28.30656,0.6865477561950684
27107,53.54541,-28.14502,0.28729838132858276
27108,53.54544,-28.35611,0.2094523310661316
27109,53.54552,-28.26241,0.7979574203491211
27110,53.54567,-28.23942,0.34879904985427856
27111,53.54576,-28.25925,0.7289947271347046
27112,53.54585,-29.06654,0.7706529498100281
27113,53.5459583333333,-27.3245555555556,0.12876999378204346
27114,53.54596,-28.59126,0.24065186083316803
27115,53.54598,-29.14304,0.2798160910606384
27116,53.54602,-28.24426,0.34315025806427
27117,53.54605,-28.24203,0.7823508977890015
27118,53.54613,-28.96943,0.42912837862968445
27119,53.54618,-28.71148,0.1103752851486206
27120,53.54622,-28.50982,0.658536434173584
27121,53.54625,-28.17314,0.7465171217918396
27122,53.54625,-28.21301,0.5182837247848511
27123,53.54627,-28.6689,1.1709634065628052
27124,53.5463,-29.04015,0.5599583983421326
27125,53.54634,-28.11835,0.11055447161197662
27126,53.54639,-28.83599,1.0476709604263306
27127,53.54644,-28.13726,0.5474668741226196
27128,53.5465,-28.82499,0.559024453163147
27129,53.54669,-28.41819,0.6520038843154907
27130,53.5467,-28.98619,0.4831993877887726
27131,53.54695,-28.91004,0.4207824468612671
27132,53.5469583333333,-28.0354722222222,0.10305000096559525
27133,53.54696,-28.1912,0.6486979722976685
27134,53.54702,-28.85667,0.41785529255867004
27135,53.54707,-29.15089,0.5955301523208618
27136,53.54715,-28.22774,0.5127726793289185
27137,53.54729,-29.26538,0.41521430015563965
27138,53.54744,-28.42672,1.1647164821624756
27139,53.54767,-28.22647,0.6124715209007263
27140,53.54778,-28.98121,0.7185296416282654
27141,53.5478,-28.47827,0.6515030860900879
27142,53.54781,-28.40884,0.6562860608100891
27143,53.54787,-28.37244,0.36514171957969666
27144,53.54801,-28.29746,0.8616439700126648
27145,53.54807,-28.12632,0.6100252270698547
27146,53.548125,-26.8579444444444,0.5587300062179565
27147,53.54815,-28.40457,0.6517580151557922
27148,53.54819,-28.63939,1.1423596143722534
27149,53.54822,-28.57167,0.11851392686367035
27150,53.54826,-28.74167,0.47007468342781067
27151,53.54827,-29.15563,0.750615119934082
27152,53.54827,-28.38944,0.3638904094696045
27153,53.54831,-29.1207,0.043644290417432785
27154,53.54846,-29.19004,0.9155917167663574
27155,53.54848,-28.52909,0.4991520643234253
27156,53.54863,-28.99024,0.48835763335227966
27157,53.54866,-28.3112,0.7217013835906982
27158,53.54882,-28.62113,0.6453033089637756
27159,53.54889,-29.13021,0.3985811769962311
27160,53.54889,-29.29191,0.38827890157699585
27161,53.54906,-29.02349,0.4030510187149048
27162,53.54906,-28.49575,0.7546592354774475
27163,53.54909,-28.44714,0.6676176190376282
27164,53.5492,-28.42379,0.592975914478302
27165,53.54923,-29.03979,0.5418503284454346
27166,53.549375,-27.80061111111111,0.6295999884605408
27167,53.54938,-28.76973,0.5606681108474731
27168,53.54942,-28.43134,0.6704714298248291
27169,53.54948,-28.39606,0.6686514019966125
27170,53.54955,-28.81586,0.654108464717865
27171,53.54962,-28.6162,0.283385306596756
27172,53.54971,-28.48482,0.33575955033302307
27173,53.54979,-28.87212,0.9145621061325073
27174,53.54992,-28.38472,0.6300358772277832
27175,53.55008,-28.18008,0.6890531778335571
27176,53.5500833333333,-29.6555555555556,0.3968600034713745
27177,53.55009,-28.22531,0.28114399313926697
27178,53.55013,-28.63407,0.8404537439346313
27179,53.55016666666666,-27.34158333333333,0.6554999947547913
27180,53.55024,-28.86906,0.9431560039520264
27181,53.55027,-28.65133,1.0100517272949219
27182,53.55039,-29.22702,0.20189674198627472
27183,53.5504,-28.13388,0.6134747862815857
27184,53.55051,-28.79354,0.549793541431427
27185,53.55053,-28.44819,0.6519616842269897
27186,53.55059,-28.80079,0.5436075925827026
27187,53.55059,-28.12975,0.7100754380226135
27188,53.55085,-28.44005,0.6655893921852112
27189,53.55096,-28.18508,0.9416910409927368
27190,53.55113,-28.63025,0.6622151136398315
27191,53.55114,-29.09536,0.9168252348899841
27192,53.55125,-28.40444,0.668
27193,53.55138,-28.69497,0.38471442461013794
27194,53.5514,-28.35561,0.9858821034431458
27195,53.55147,-28.1549,0.9397589564323425
27196,53.55149,-28.33554,0.6556644439697266
27197,53.5515,-28.4045555555556,0.10422000288963318
27198,53.55151,-28.32897,0.8938656449317932
27199,53.55162,-28.44155,0.6488390564918518
27200,53.55166,-28.82099,0.45968806743621826
27201,53.55173,-28.40296,0.6333441138267517
27202,53.55177,-28.4582,0.2446916550397873
27203,53.551875,-26.8852777777778,0.25666001439094543
27204,53.55189,-28.18402,0.9702674150466919
27205,53.55191,-28.35211,0.6601206064224243
27206,53.55198,-28.17022,0.954125165939331
27207,53.55207,-28.18005,0.15843088924884796
27208,53.55223,-28.99473,0.7448131442070007
27209,53.55225,-28.50285,0.8623781204223633
27210,53.55233,-29.13212,0.734049916267395
27211,53.55245,-28.4062,0.6633480191230774
27212,53.55259,-28.80612,0.10363670438528061
27213,53.55268,-28.31505,0.4914931058883667
27214,53.5527083333333,-27.0181388888889,0.6364200115203857
27215,53.55276,-28.9538,0.8654356598854065
27216,53.55288,-28.89733,0.7268813848495483
27217,53.5529,-28.94186,0.2769182324409485
27218,53.55293,-28.46763,0.7756502032279968
27219,53.55294,-28.50371,0.8678387403488159
27220,53.55295,-28.53525,0.22882770001888275
27221,53.55305,-29.25284,0.48864251375198364
27222,53.55318,-28.40931,0.32234784960746765
27223,53.5532,-28.71811,0.21195921301841736
27224,53.55327,-28.67101,0.48623862862586975
27225,53.55338,-28.464,0.6520795822143555
27226,53.5534,-28.26539,0.32878389954566956
27227,53.5535,-28.41691666666667,0.6643000245094299
27228,53.55352,-28.55875,0.6724538803100586
27229,53.55389,-28.18983,0.7911469340324402
27230,53.55396,-29.16293,0.5988075733184814
27231,53.554,-29.248,1.0951298475265503
27232,53.55401,-28.95011,0.6859645247459412
27233,53.55408,-28.58868,0.9524810314178467
27234,53.55412,-28.22189,0.2658315598964691
27235,53.55416,-28.20952,0.280088871717453
27236,53.55429,-29.14329,0.6017255783081055
27237,53.55441,-28.28372,0.34884825348854065
27238,53.55452,-28.31076,0.39818137884140015
27239,53.55463,-29.19956,1.0611741542816162
27240,53.55465,-28.28874,0.6871083378791809
27241,53.55487,-28.2194,0.2722552418708801
27242,53.55489,-28.8081,0.6627330183982849
27243,53.55502,-28.87329,0.7212122082710266
27244,53.5550833333333,-26.9121111111111,0.11834999918937683
27245,53.55545,-29.03186,0.4074977934360504
27246,53.55569,-28.57882,0.24214377999305725
27247,53.55571,-29.55083,0.1032
27248,53.55593,-28.69817,1.0119062662124634
27249,53.55625,-29.27764,0.3060345947742462
27250,53.55659,-29.17311,1.1231120824813843
27251,53.55678,-28.70324,0.7451813817024231
27252,53.55697,-29.24853,0.4187448024749756
27253,53.55699,-28.55096,1.067534327507019
27254,53.55707,-28.73239,0.6290174126625061
27255,53.55709,-28.93333,0.6649790406227112
27256,53.55735,-29.25718,0.6936898827552795
27257,53.55743,-29.04941,1.0121488571166992
27258,53.55757,-28.77686,0.34709686040878296
27259,53.55763,-29.17638,0.8192172050476074
27260,53.5577083333333,-27.6824166666667,0.5351600050926208
27261,53.55772,-29.29643,0.18094418942928314
27262,53.55798,-28.93021,0.09578810632228851
27263,53.55798,-28.89111,0.6611940264701843
27264,53.5582,-28.61165,0.734732985496521
27265,53.55825,-28.3940277777778,0.6649199724197388
27266,53.55836,-28.88619,0.719163179397583
27267,53.5587,-29.11233,0.3499120771884918
27268,53.55872,-29.05982,0.3412986695766449
27269,53.5588,-29.18495,1.0982950925827026
27270,53.558875,-27.6363055555556,0.7409999966621399
27271,53.55892,-28.90923,0.20046313107013702
27272,53.55898,-28.54293,0.12380080670118332
27273,53.55899,-29.12806,0.7578181028366089
27274,53.55905,-28.75189,0.10819708555936813
27275,53.55907,-29.02246,0.5175468921661377
27276,53.55914,-29.00654,0.7857924103736877
27277,53.5591666666667,-28.4101388888889,0.665880024433136
27278,53.55927,-29.18237,0.563661515712738
27279,53.56001,-28.94729,0.2804463505744934
27280,53.56012,-28.72657,0.9218130707740784
27281,53.56017,-29.07934,1.043074369430542
27282,53.56021,-29.12484,0.7911372184753418
27283,53.56023,-29.03038,0.06894627213478088
27284,53.56034,-27.70594,0.102467
27285,53.56034,-28.67799,0.6801965832710266
27286,53.5604583333333,-27.7043611111111,0.333979994058609
27287,53.56048,-28.61077,0.3827815353870392
27288,53.56064,-29.12645,0.6873997449874878
27289,53.5607,-28.89937,0.7188355922698975
27290,53.56075,-27.41886,0.1484
27291,53.56079,-29.06859,0.6471520662307739
27292,53.56095,-29.18024,0.6598061919212341
27293,53.56104,-28.50086,0.5143842697143555
27294,53.56108,-28.83725,0.31498944759368896
27295,53.56129,-28.92089,0.8151529431343079
27296,53.56139,-29.1715,0.6783798933029175
27297,53.56147,-28.5255,0.9315362572669983
27298,53.56167,-28.80139,0.40823838114738464
27299,53.56181,-28.96326,0.6467466950416565
27300,53.56193,-29.09205,0.4700967073440552
27301,53.56208,-28.43239,0.10309000313282013
27302,53.5622,-29.19058,0.059151969850063324
27303,53.56221,-28.45878,1.5382245779037476
27304,53.56226,-28.43233,0.102601
27305,53.56254,-28.35288,0.8782999515533447
27306,53.5627083333333,-28.4442222222222,0.6672000288963318
27307,53.56293,-28.13462,0.33457472920417786
27308,53.56304,-28.12108,0.123199
27309,53.5630833333333,-27.8586944444444,0.5642799735069275
27310,53.56311,-29.22157,0.29436612129211426
27311,53.56311,-28.44712,0.6571463942527771
27312,53.5633,-28.89988,0.6551315188407898
27313,53.56336,-29.05672,1.0393506288528442
27314,53.5634,-28.9726,0.7846413850784302
27315,53.56348,-28.45584,1.0983688831329346
27316,53.56363,-28.7151,0.14159367978572845
27317,53.56365,-28.24259,0.2392110824584961
27318,53.56379,-28.48027,0.6562155485153198
27319,53.56382,-28.33248,0.6626048684120178
27320,53.5640416666667,-26.9265555555556,1.921929955482483
27321,53.56416,-28.99564,0.4768940210342407
27322,53.5642,-28.58453,0.7428871393203735
27323,53.5642083333333,-26.8015277777778,0.2749600112438202
27324,53.56423,-28.64745,1.0017461776733398
27325,53.564249999999994,-27.72375,0.10339999943971634
27326,53.56425,-28.6013,0.2612355351448059
27327,53.5643,-28.42237,0.6647665500640869
27328,53.56433,-28.4009,0.6646103262901306
27329,53.56433,-28.30119,1.1778119802474976
27330,53.5645,-28.34593,0.8379323482513428
27331,53.56451,-28.23252,0.27309316396713257
27332,53.5645833333333,-28.8417222222222,0.30649998784065247
27333,53.56462499999999,-28.841861111111115,0.30660000443458557
27334,53.56465,-28.42041,0.36150723695755005
27335,53.56479,-28.81883,0.09663870930671692
27336,53.5648,-28.39796,0.6607515811920166
27337,53.56487,-28.30371,0.3051737844944
27338,53.56514,-28.47634,0.6726470589637756
27339,53.56516,-28.1278,0.4173676669597626
27340,53.56531,-28.11208,0.5957300066947937
27341,53.56546,-28.80335,0.6684015989303589
27342,53.56548,-28.25828,0.34956762194633484
27343,53.56564,-28.54754,0.5974035859107971
27344,53.56565,-28.40482,0.6569095253944397
27345,53.56621,-28.3101,0.29841622710227966
27346,53.56638,-28.19852,0.8510714173316956
27347,53.56639,-28.55766,0.6568936109542847
27348,53.56643,-29.05833,0.48607078194618225
27349,53.56647,-28.24432,0.3489600718021393
27350,53.56664,-28.46266,0.5794104933738708
27351,53.56684,-29.02557,0.6815431118011475
27352,53.56684,-28.20766,1.051986575126648
27353,53.56685,-28.45171,0.3751463294029236
27354,53.56711,-28.21285,0.5806267261505127
27355,53.56717,-29.06953,0.6556153893470764
27356,53.5672,-28.32512,0.3583323657512665
27357,53.56725,-29.4540555555556,0.22322000563144684
27358,53.56727,-29.27233,0.5537040829658508
27359,53.56746,-28.9773,0.6661425232887268
27360,53.56753,-28.30114,0.43027690052986145
27361,53.56772,-28.79503,0.5917847156524658
27362,53.56773,-28.29811,0.7031754851341248
27363,53.56777,-28.37374,0.6524826884269714
27364,53.56791,-28.15812,1.0020421743392944
27365,53.56797,-28.48869,0.6133632659912109
27366,53.56802,-29.05182,0.8051905632019043
27367,53.56807,-28.37046,0.4281983971595764
27368,53.56814,-28.48145,0.5460408329963684
27369,53.5683,-29.01344,0.30923014879226685
27370,53.56838,-28.13972,0.000123
27371,53.56839,-28.48737,0.6630038022994995
27372,53.56853,-29.16148,0.6658958792686462
27373,53.56879,-29.04822,0.12452667951583862
27374,53.56893,-28.78719,0.5042265057563782
27375,53.56909,-28.99451,0.19681411981582642
27376,53.5691,-28.13944,0.24339865148067474
27377,53.5691666666667,-28.0664722222222,0.847599983215332
27378,53.56938,-29.03469,0.3427599370479584
27379,53.56945,-29.08447,1.177510142326355
27380,53.56947,-28.44845,0.6582005023956299
27381,53.56949,-28.41791,0.6512237787246704
27382,53.56971,-28.57841,0.3357486128807068
27383,53.56991,-28.26589,1.1533715724945068
27384,53.57001,-28.73089,0.2264213263988495
27385,53.57003,-28.23647,0.9659256339073181
27386,53.57018,-28.39315,0.6750276684761047
27387,53.57037,-28.86022,1.0862044095993042
27388,53.57041,-27.75131,1.163
27389,53.57041,-28.75994,0.33825352787971497
27390,53.5704166666667,-27.9972222222222,0.2142000049352646
27391,53.57075,-29.3093055555556,0.4053399860858917
27392,53.570750000000004,-27.29241666666667,0.5741999745368958
27393,53.57079,-28.82871,0.7725265026092529
27394,53.5709,-28.45049,0.6499843597412109
27395,53.57097,-28.23193,0.9665875434875488
27396,53.57099,-28.24112,0.7245899438858032
27397,53.57101,-28.94704,0.6684532165527344
27398,53.57103,-28.36843,0.5341887474060059
27399,53.57113,-29.12439,0.105449
27400,53.57118,-28.96632,0.4153236150741577
27401,53.57125,-28.38523,0.2993391454219818
27402,53.57133,-28.41786,0.6634
27403,53.5714,-28.41745,0.6677490472793579
27404,53.5715,-28.68085,0.6571244597434998
27405,53.57151,-28.27677,0.80885249376297
27406,53.57153,-28.46004,0.6737890839576721
27407,53.57154,-28.41049,0.7877131104469299
27408,53.57167,-28.98278,0.6536543965339661
27409,53.57171,-28.17258,1.1640040874481201
27410,53.57182,-28.68004,0.9595231413841248
27411,53.57182,-28.19491,0.6529719233512878
27412,53.57183,-28.48518,0.11113269627094269
27413,53.5719,-28.58135,0.7243773937225342
27414,53.57192,-28.28655,0.32729312777519226
27415,53.5721,-28.83156,0.7090667486190796
27416,53.57213,-28.44131,0.6941898465156555
27417,53.57218,-28.19134,0.617569088935852
27418,53.57219,-28.25643,0.33654463291168213
27419,53.57227,-29.0636,0.3416271507740021
27420,53.57228,-29.24815,0.31453150510787964
27421,53.5722916666667,-27.2628888888889,0.10005000233650208
27422,53.57242,-29.26751,0.37657275795936584
27423,53.57255,-28.20763,0.599452793598175
27424,53.57263,-28.35446,0.28587794303894043
27425,53.57267,-29.98075,0.1113
27426,53.57293,-29.12629,0.058166954666376114
27427,53.5734,-28.40446,0.6526298522949219
27428,53.57341,-28.7465,0.4748480021953583
27429,53.57341666666667,-28.286916666666666,0.3400000035762787
27430,53.57347,-28.58686,0.7190801501274109
27431,53.57372,-27.65888,0.1458
27432,53.57373,-28.90612,1.061096429824829
27433,53.573791666666665,-27.659019444444443,0.1460999995470047
27434,53.57391,-28.95237,0.7968710064888
27435,53.57392,-28.41388,0.6656281352043152
27436,53.57444,-29.10947,0.4090229570865631
27437,53.57454,-28.33948,0.1337593048810959
27438,53.57468,-28.35946,0.43331125378608704
27439,53.57473,-28.40479,0.6496678590774536
27440,53.57485,-28.56068,0.7217423319816589
27441,53.57494,-29.27555,0.35424095392227173
27442,53.57502,-28.54881,0.4383390247821808
27443,53.57504,-28.91779,0.028695126995444298
27444,53.57505,-28.52654,0.21747277677059174
27445,53.57509,-28.49644,0.6195270419120789
27446,53.57517,-29.37669,0.1062
27447,53.5752083333333,-29.4339722222222,0.19947999715805054
27448,53.57529,-29.43422,0.199219
27449,53.57548,-28.86393,0.7265194654464722
27450,53.57557,-28.91166,0.7667160630226135
27451,53.5756,-28.60398,0.7354262471199036
27452,53.5758333333333,-27.6970277777778,0.1155799999833107
27453,53.57604,-29.2189,0.6398479342460632
27454,53.57613,-29.21999,0.63832688331604
27455,53.57615,-28.31503,0.5998279452323914
27456,53.57627,-28.77534,0.6080244183540344
27457,53.57633,-29.67778,0.137782
27458,53.57633,-29.18808,0.097632
27459,53.57642,-29.0226,1.0389927625656128
27460,53.57647,-29.24944,0.12375693023204803
27461,53.57647,-28.40952,0.6614714860916138
27462,53.57659,-29.05039,0.67775958776474
27463,53.57695,-28.83203,0.6398454904556274
27464,53.57716,-28.3806,0.6496880054473877
27465,53.57727,-28.3997,0.6548064351081848
27466,53.57739,-28.15981,0.11851179599761963
27467,53.57742,-28.29862,0.376078337430954
27468,53.57743,-29.01784,0.6380353569984436
27469,53.57754,-29.15044,0.1958511471748352
27470,53.57758,-28.47659,0.5933802127838135
27471,53.57759,-27.42256,0.126911
27472,53.57767,-28.77225,0.25925642251968384
27473,53.57771,-28.13558,0.5203380584716797
27474,53.5780833333333,-29.4841388888889,1.021239995956421
27475,53.57809,-28.49766,0.7278196215629578
27476,53.57809,-28.25213,0.3498740792274475
27477,53.57816,-28.33224,0.35861197113990784
27478,53.57833,-28.5122,0.3676864504814148
27479,53.57833,-28.15104,0.8999447822570801
27480,53.57841,-28.46581,0.708558201789856
27481,53.57863,-28.56804,0.7500731945037842
27482,53.57889,-29.17727,0.3706411123275757
27483,53.57904,-28.48808,0.14717522263526917
27484,53.57907,-28.54319,0.5241641402244568
27485,53.57912,-28.91655,0.09453143179416656
27486,53.57923,-28.24047,0.2877614200115204
27487,53.5793,-28.45628,0.6673885583877563
27488,53.57936,-28.43011,0.8386440873146057
27489,53.5794166666667,-27.7009722222222,0.5339800119400024
27490,53.57944,-29.15963,0.10149216651916504
27491,53.57946,-28.28382,1.1168454885482788
27492,53.57949,-29.14732,0.6006986498832703
27493,53.57961,-28.66367,0.4968271553516388
27494,53.57962,-28.30368,0.8431692719459534
27495,53.57971,-28.65879,0.48444896936416626
27496,53.57989,-28.95572,0.41942477226257324
27497,53.57994,-28.22238,0.31253552436828613
27498,53.5800416666667,-27.6202222222222,0.692870020866394
27499,53.58018,-28.83475,0.3340437710285187
27500,53.58023,-28.90189,0.3024437129497528
27501,53.5803,-28.32793,1.0369220972061157
27502,53.58034,-28.20816,0.690243124961853
27503,53.58041,-29.12239,0.46829572319984436
27504,53.5805416666667,-27.1972777777778,0.43283000588417053
27505,53.58061,-28.71243,0.5598961114883423
27506,53.5807,-29.03513,0.5931359529495239
27507,53.58078,-28.29693,0.3533567190170288
27508,53.58105,-29.09886,0.4044317901134491
27509,53.58119,-29.104,0.6644645929336548
27510,53.58126,-28.82455,0.88397216796875
27511,53.58128,-28.87677,0.6700107455253601
27512,53.58142,-28.88284,0.255145400762558
27513,53.58154,-26.88803,0.043864
27514,53.581625,-26.62425,1.5598499774932861
27515,53.58167,-28.72787,1.8348501920700073
27516,53.58194,-28.42606,0.6849711537361145
27517,53.58214,-28.29082,0.43290913105010986
27518,53.58219,-28.67468,0.6927571892738342
27519,53.58223,-28.26953,0.3504974842071533
27520,53.58227,-28.79354,0.7221297025680542
27521,53.58229,-28.90056,0.9369661211967468
27522,53.58233,-28.20047,1.0260299444198608
27523,53.58235,-28.6531,0.484661340713501
27524,53.582375,-29.1384166666667,0.4993399977684021
27525,53.58249,-28.24071,0.7440237998962402
27526,53.58254,-29.99731,0.0759
27527,53.58258,-28.6994,1.1657888889312744
27528,53.58279,-28.85959,0.14801950752735138
27529,53.58282,-28.14491,1.027389407157898
27530,53.58287,-28.59765,0.7477598190307617
27531,53.5829583333333,-27.5010833333333,1.1462299823760986
27532,53.58305,-28.85109,0.329265832901001
27533,53.58311,-28.51958,0.8444613218307495
27534,53.58316,-28.36213,0.43507999181747437
27535,53.5832,-28.51736,0.3660773038864136
27536,53.58323,-28.43967,0.6607622504234314
27537,53.583375,-28.0579722222222,0.6110100150108337
27538,53.58345,-28.52208,0.3491058349609375
27539,53.58352,-28.80165,0.4582122564315796
27540,53.5835416666667,-29.2241666666667,0.42256999015808105
27541,53.58387,-28.3715,0.6597319841384888
27542,53.584,-29.1677222222222,0.42410001158714294
27543,53.58404,-27.85666,0.086663
27544,53.58408,-28.36362,0.6668791174888611
27545,53.58427,-28.40929,0.6488577127456665
27546,53.5842916666667,-27.7764444444444,0.5621700286865234
27547,53.58433,-28.47959,0.3729110658168793
27548,53.584375,-27.5678333333333,0.7942799925804138
27549,53.58445,-28.20039,0.35809987783432007
27550,53.5845,-28.30143,0.8895648121833801
27551,53.58458,-28.39261,0.8429450988769531
27552,53.58485,-28.44394,0.3167569041252136
27553,53.58521,-28.34243,0.37052640318870544
27554,53.58538,-27.297,0.1162
27555,53.58549,-28.29203,0.3039155602455139
27556,53.58562,-28.16832,0.6180736422538757
27557,53.58564,-28.3501,0.8204966187477112
27558,53.58601,-28.30637,0.67025226354599
27559,53.58608,-29.755,0.1564
27560,53.5861,-28.77813,1.4177863597869873
27561,53.58616,-28.65549,0.16001811623573303
27562,53.58624,-28.53665,0.3551514148712158
27563,53.58632,-28.14506,0.602265477180481
27564,53.58666,-28.25956,0.3497956693172455
27565,53.58669,-28.21279,1.033664584159851
27566,53.58684,-28.55435,0.5783370137214661
27567,53.58701,-28.15407,0.561976969242096
27568,53.5870833333333,-29.6060555555556,0.22302000224590302
27569,53.5872083333333,-27.3480833333333,0.5225899815559387
27570,53.58728,-28.4668,0.6702221035957336
27571,53.58736,-28.82773,0.40913382172584534
27572,53.58739,-28.69393,0.8379846215248108
27573,53.5875,-28.06627,0.361
27574,53.58762,-28.34208,0.37228479981422424
27575,53.58766,-28.60645,0.29383522272109985
27576,53.58778,-28.88868,0.45905864238739014
27577,53.5877916666667,-27.2136666666667,0.5780799984931946
27578,53.58817,-28.72461,1.1600875854492188
27579,53.58831,-28.17622,0.2466764748096466
27580,53.58838,-28.39437,0.7456563711166382
27581,53.58839,-28.27788,0.36458948254585266
27582,53.58846,-28.54161,0.45423004031181335
27583,53.58863,-28.35413,0.689617395401001
27584,53.58867,-29.25081,0.16471101343631744
27585,53.58879,-29.1048,0.8300371766090393
27586,53.58879,-28.48512,0.602095901966095
27587,53.58891,-28.46321,0.557452917098999
27588,53.58902,-28.68556,0.6418537497520447
27589,53.58918,-29.28392,0.691823422908783
27590,53.58934,-28.53281,0.6140649318695068
27591,53.589499999999994,-27.41797222222222,0.6827999949455261
27592,53.58967,-28.18554,0.6485459208488464
27593,53.5897916666667,-29.7919444444444,0.7708399891853333
27594,53.59003,-28.22937,0.6038368940353394
27595,53.5900416666667,-27.8782222222222,0.2854599952697754
27596,53.59008,-28.48453,0.5877282619476318
27597,53.5901,-29.03632,0.9580040574073792
27598,53.59019,-29.23579,0.28560715913772583
27599,53.59024,-28.5279,0.7382199764251709
27600,53.5903,-28.18423,0.557200014591217
27601,53.59036,-28.67807,1.0943833589553833
27602,53.59048,-28.31067,0.3602414131164551
27603,53.59074,-28.58588,0.8611231446266174
27604,53.59081,-29.19526,0.33821144700050354
27605,53.59096,-28.90705,0.5800317525863647
27606,53.59115,-29.14673,0.880530834197998
27607,53.59118,-28.44087,0.22264507412910461
27608,53.59127,-29.22561,0.6126486659049988
27609,53.59137,-28.16095,0.4145059585571289
27610,53.59153,-28.39845,0.5650297403335571
27611,53.59155,-28.31254,0.3575243353843689
27612,53.59165,-28.25867,0.6586321592330933
27613,53.5917083333333,-28.2875277777778,0.35374999046325684
27614,53.59179,-28.24037,0.3443165421485901
27615,53.5918,-28.16585,0.15542972087860107
27616,53.5918,-28.17801,0.6142472624778748
27617,53.59186,-28.58313,1.1541568040847778
27618,53.59188,-28.27961,0.34804442524909973
27619,53.59192,-28.52951,0.6110429763793945
27620,53.59198,-29.17365,0.8518831729888916
27621,53.59241,-28.27034,0.3497747480869293
27622,53.59242,-28.70587,0.1976327896118164
27623,53.5933,-29.10746,0.31125667691230774
27624,53.59336,-28.25289,0.14929835498332977
27625,53.59349,-29.16332,0.2849792242050171
27626,53.59349,-28.99032,1.035447597503662
27627,53.59357,-29.11163,0.8275498151779175
27628,53.59371,-28.30735,0.34737011790275574
27629,53.59373,-29.20318,0.9278249740600586
27630,53.59377,-29.2557,0.8718875646591187
27631,53.5938,-28.91904,0.5368448495864868
27632,53.59392,-28.29554,0.6927324533462524
27633,53.59398,-28.48183,0.6064313054084778
27634,53.59404,-28.63931,0.6997
27635,53.5940833333333,-26.6844444444444,1.0560100078582764
27636,53.59418,-28.61445,0.8608253598213196
27637,53.5942,-28.66508,0.47043707966804504
27638,53.59425,-27.9361388888889,0.5964699983596802
27639,53.59433,-29.11279,0.8382744193077087
27640,53.59441,-28.19472,0.5363452434539795
27641,53.5945,-27.7740833333333,0.5628899931907654
27642,53.59455,-28.65182,0.6306527256965637
27643,53.59456,-29.06562,0.7585299611091614
27644,53.59468,-29.2358,0.8164042830467224
27645,53.59493,-28.26764,0.6207785606384277
27646,53.59499,-28.39404,0.2912827730178833
27647,53.59514,-28.58934,0.4676707983016968
27648,53.59515,-28.29243,0.33563125133514404
27649,53.5952,-28.42469,0.8561198711395264
27650,53.59539,-28.5539,0.7022448182106018
27651,53.59541,-28.73918,0.3544410467147827
27652,53.59545,-28.86444,0.7756828665733337
27653,53.59549,-28.98527,1.0998822450637817
27654,53.59549,-29.1155,0.10422269999980927
27655,53.59554,-29.22133,0.4239417314529419
27656,53.59557,-28.47673,0.6041526794433594
27657,53.59558,-28.64037,0.3624110519886017
27658,53.59567,-28.25027,0.6508495807647705
27659,53.59568,-28.69889,0.6730660796165466
27660,53.59587,-28.28181,0.34821197390556335
27661,53.59599,-28.56181,0.7080901861190796
27662,53.59604,-28.78825,0.08258567750453949
27663,53.59609,-28.84654,0.06354015320539474
27664,53.59626,-29.15514,0.3581241965293884
27665,53.59634,-28.41228,0.6571815013885498
27666,53.59661,-28.96722,0.41277122497558594
