ID,RA,DEC,ZBEST
6359,52.41921,-29.1011,0.9035177826881409
6360,52.4193,-29.18051,0.7832449674606323
6361,52.41933,-28.12124,0.21688193082809448
6362,52.41944,-28.93394,0.36991453170776367
6363,52.41945,-28.85272,0.7762032747268677
6364,52.4196,-29.13791,0.7164480090141296
6365,52.4196,-29.17746,0.5457873344421387
6366,52.41968,-28.66152,0.23583319783210754
6367,52.41969,-29.14733,0.36966636776924133
6368,52.41971,-29.16451,0.7207353115081787
6369,52.41973,-28.66364,0.40250125527381897
6370,52.41977,-29.64241,0.6887643337249756
6371,52.4198,-28.93759,0.4275498688220978
6372,52.41991,-28.91137,0.3308298587799072
6373,52.41996,-29.27374,0.5895114541053772
6374,52.42016,-29.13157,0.3649764657020569
6375,52.4202,-28.14742,0.14094240963459015
6376,52.42028,-28.94632,0.8529686331748962
6377,52.42031,-28.32968,0.6520025134086609
6378,52.42033,-27.052,0.314114
6379,52.42046,-29.63379,0.5689210295677185
6380,52.42058,-28.30847,1.0676
6381,52.42066666666666,-28.562550000000005,0.23880000412464142
6382,52.42073,-29.03563,0.5267377495765686
6383,52.42082,-28.60542,0.46256229281425476
6384,52.42083,-28.18853,1.1698764562606812
6385,52.42105,-29.20338,0.4292772114276886
6386,52.42106,-28.27886,0.5721884965896606
6387,52.42107,-29.20599,0.7965207099914551
6388,52.4211,-29.15333,0.5389227867126465
6389,52.42112,-28.28741,0.45618292689323425
6390,52.42118,-29.63947,0.7064981460571289
6391,52.42128,-28.41706,0.6927305459976196
6392,52.42134,-28.41946,0.33435311913490295
6393,52.42138,-28.54294,0.3934454917907715
6394,52.42144,-29.67639,1.1278661489486694
6395,52.4216,-28.91782,0.7457019090652466
6396,52.4216,-28.93634,0.4185785949230194
6397,52.42171,-28.41183,0.7323035001754761
6398,52.42178,-28.13653,0.5368
6399,52.42179,-29.41557,1.174623966217041
6400,52.42209,-28.17823,0.13611499965190887
6401,52.4221,-28.79953,2.186669111251831
6402,52.42231,-28.98215,0.3270154297351837
6403,52.42236,-28.90306,0.1939694732427597
6404,52.42237,-28.67305,0.3997320234775543
6405,52.42239,-29.03785,0.5341765284538269
6406,52.42242,-28.36776,0.6694461703300476
6407,52.42254,-29.25856,0.1871895045042038
6408,52.42265,-29.53114,0.6670026183128357
6409,52.42278,-28.23428,0.43444517254829407
6410,52.4228,-28.37413,0.21779091656208038
6411,52.42281,-29.05859,0.5941672325134277
6412,52.42281,-28.11559,0.19251029193401337
6413,52.42302,-29.07516,0.7289060354232788
6414,52.42304,-28.30202,0.5703555941581726
6415,52.42307,-29.22182,0.3360990285873413
6416,52.42318,-29.06056,0.32178038358688354
6417,52.42321,-28.63858,0.6873359084129333
6418,52.42325,-29.07327,0.6957176923751831
6419,52.42333333333333,-28.223,0.5429999828338623
6420,52.42345,-28.92517,0.5789015293121338
6421,52.4235,-28.2227222222222,0.5427500009536743
6422,52.42353,-28.97766,0.5313201546669006
6423,52.42356,-28.10994,0.6051486134529114
6424,52.42359,-29.34718,0.42669859528541565
6425,52.42376,-28.35804,0.6326410174369812
6426,52.4239,-28.17053,0.32416293025016785
6427,52.42392,-29.25903,0.188014
6428,52.42413,-28.93159,0.5369351506233215
6429,52.42419,-29.41851,0.6476664543151855
6430,52.42424,-28.2738,0.5559182167053223
6431,52.4244,-28.92205,0.21590548753738403
6432,52.4245,-29.28142,0.7115079760551453
6433,52.42455,-29.26681,0.18976134061813354
6434,52.42458,-27.87722,0.066129
6435,52.42468,-28.87433,0.2355961799621582
6436,52.42472,-29.18616,0.7061519622802734
6437,52.42487,-28.94356,0.22919730842113495
6438,52.42493,-28.71521,4.377737998962402
6439,52.42498,-28.98971,0.9857456088066101
6440,52.42498,-29.02566,0.5061930418014526
6441,52.42501,-29.63666,0.7366678714752197
6442,52.42506,-28.3981,1.1069080829620361
6443,52.42526,-28.31388,0.0333724282681942
6444,52.42529,-29.20724,0.5587767958641052
6445,52.42534,-29.194,0.7132347822189331
6446,52.42535,-29.25908,0.18839295208454132
6447,52.42557,-28.27009,0.3842443525791168
6448,52.42561,-29.24413,0.8445133566856384
6449,52.42569,-28.13105,1.1792219877243042
6450,52.4257,-29.19721,0.748680591583252
6451,52.42575,-29.1037,0.8345375657081604
6452,52.42578,-29.14178,1.102489948272705
6453,52.42598,-29.65656,0.3709668517112732
6454,52.42599,-28.9413,0.06979434937238693
6455,52.426,-28.73739,0.6783058047294617
6456,52.42604,-29.43498,0.6489419937133789
6457,52.4261666666667,-28.3185277777778,2.436310052871704
6458,52.42623,-29.49883,0.6955894231796265
6459,52.42633,-29.57562,0.7849497199058533
6460,52.42644,-29.16316,0.7100761532783508
6461,52.4265,-27.641083333333334,0.6161999702453613
6462,52.42673,-28.98072,0.688302755355835
6463,52.42674,-28.72845,0.5542677044868469
6464,52.42701,-28.4333,0.2429705709218979
6465,52.42724,-29.25384,0.8712408542633057
6466,52.42725,-27.24703,0.3595
6467,52.42729,-27.33672,1.4159
6468,52.42763,-29.1093,0.8564152121543884
6469,52.42765,-29.12774,1.142506718635559
6470,52.42773,-28.94829,0.23254019021987915
6471,52.42786,-28.34758,0.5270616412162781
6472,52.42787,-29.60466,0.7884541153907776
6473,52.42798,-29.296,0.32583507895469666
6474,52.42808,-29.06042,0.070937
6475,52.42824,-28.86206,1.0626221895217896
6476,52.42825,-27.773222222222223,0.3668000102043152
6477,52.42831,-29.26713,0.7771365642547607
6478,52.42834,-29.13172,0.6162958741188049
6479,52.42836,-28.71396,0.5884246230125427
6480,52.42837,-28.25863,0.4633338749408722
6481,52.42851,-29.01964,0.10410542041063309
6482,52.4286,-28.11421,0.4704696834087372
6483,52.42863,-29.09641,0.32528236508369446
6484,52.42866,-29.04427,0.38446277379989624
6485,52.4287,-28.97537,0.5467166304588318
6486,52.42889,-28.19023,0.5490309000015259
6487,52.429,-28.7146666666667,0.5149199962615967
6488,52.4290416666667,-28.2345,0.5410900115966797
6489,52.42905,-29.58579,0.830689013004303
6490,52.42916,-28.10048,0.13657395541667938
6491,52.42941,-28.85567,0.2622041404247284
6492,52.42952,-28.66701,0.32390785217285156
6493,52.42961,-29.60175,0.7073701024055481
6494,52.42966,-29.0565,0.6438885927200317
6495,52.4298,-28.61075,0.32970571517944336
6496,52.42992,-29.56914,0.49696430563926697
6497,52.43,-28.73972,0.070288
6498,52.43027,-28.88926,0.3728084862232208
6499,52.43039,-29.21431,0.8332512378692627
6500,52.4304,-28.6202,0.19661395251750946
6501,52.43093,-29.13626,0.6993892788887024
6502,52.43109,-29.37725,0.8969328999519348
6503,52.43111,-28.90241,0.18654370307922363
6504,52.43119,-28.63535,0.7490396499633789
6505,52.43126,-29.14327,0.7172399759292603
6506,52.43151,-28.78559,0.630727231502533
6507,52.4315416666667,-28.2880277777778,0.5425500273704529
6508,52.43158,-26.598,0.147
6509,52.43177,-28.66518,0.3164248466491699
6510,52.43184,-29.55321,0.47484809160232544
6511,52.43195,-29.53675,0.22832369804382324
6512,52.43201,-29.41092,0.4309024214744568
6513,52.43207,-28.95324,0.21298493444919586
6514,52.43216,-28.79092,0.4764583706855774
6515,52.43227,-29.04531,0.3854271471500397
6516,52.4323,-28.91343,0.21702538430690765
6517,52.43234,-28.79525,0.17503714561462402
6518,52.43241,-29.62797,0.6946070194244385
6519,52.43247,-29.0682,0.6206790208816528
6520,52.4325,-29.01132,0.5018033385276794
6521,52.4325,-29.19001,0.717261791229248
6522,52.43267,-28.10361,0.121384
6523,52.43292,-29.25468,0.41369327902793884
6524,52.43305,-29.20173,0.7045524716377258
6525,52.43314,-28.60136,0.3912700116634369
6526,52.43317,-29.06512,0.5036225318908691
6527,52.43339,-29.08269,0.7057960033416748
6528,52.43351,-29.64329,0.7793982028961182
6529,52.43359,-28.92069,0.5185858011245728
6530,52.43377,-28.72709,0.036720436066389084
6531,52.43385,-28.88961,0.49387988448143005
6532,52.43392,-29.37271,0.9312075972557068
6533,52.43415,-29.50187,0.3972994387149811
6534,52.43425,-29.41557,0.7997915744781494
6535,52.43454,-28.81053,0.6876963376998901
6536,52.43454,-29.59944,0.3556959331035614
6537,52.43462,-29.49163,0.9040915369987488
6538,52.4347,-28.89987,0.19282780587673187
6539,52.43492,-27.75897,0.086922
6540,52.43512,-29.26107,0.681657075881958
6541,52.43523,-29.16117,1.0509334802627563
6542,52.4354166666667,-28.3806111111111,0.26989999413490295
6543,52.43551,-28.70718,0.8325573801994324
6544,52.43566,-29.43434,0.6856443881988525
6545,52.43567,-29.06949,0.8525543808937073
6546,52.43568,-29.12603,0.09877276420593262
6547,52.43583,-29.44039,0.6299503445625305
6548,52.435875,-28.664499999999997,0.3174999952316284
6549,52.43595,-28.65392,0.23545955121517181
6550,52.43601,-29.19847,0.1888519674539566
6551,52.43619,-29.30094,0.22545531392097473
6552,52.4362083333333,-28.8608333333333,0.16176000237464905
6553,52.4363333333333,-27.1274166666667,0.22595000267028809
6554,52.43639,-28.21081,0.5752936005592346
6555,52.43645,-29.618,0.49434763193130493
6556,52.43646,-29.49548,0.13637308776378632
6557,52.43652,-29.52916,0.6275613903999329
6558,52.4366,-28.17025,0.5678002834320068
6559,52.43662500000001,-28.993916666666667,0.2833000123500824
6560,52.43666,-28.6111,0.4028836190700531
6561,52.43677,-29.10137,0.5892677903175354
6562,52.43679,-29.15038,0.3808135390281677
6563,52.43679,-28.96811,0.5345074534416199
6564,52.43684,-29.18686,0.2515299916267395
6565,52.43687,-28.65891,0.40074628591537476
6566,52.43695833333333,-28.76827777777778,0.26600000262260437
6567,52.43707,-28.7216,0.19329456984996796
6568,52.43741,-28.80441,0.4544726014137268
6569,52.43744,-29.15265,0.4333624541759491
6570,52.43754,-29.37006,0.6382324695587158
6571,52.43758,-29.14829,0.3708375096321106
6572,52.43767,-28.20317,0.5733497142791748
6573,52.43774,-28.60107,0.3347662687301636
6574,52.43779,-28.40486,0.7811135053634644
6575,52.4379,-28.96084,0.4291541874408722
6576,52.43804,-28.88622,0.1622
6577,52.43808,-29.08832,0.7240324020385742
6578,52.4381,-29.28866,0.34320497512817383
6579,52.43846,-28.10886,0.3643
6580,52.43865,-28.99545,0.6264865398406982
6581,52.43882,-29.05315,0.3847694993019104
6582,52.43894,-28.80561,0.6732370853424072
6583,52.43926,-28.9585,0.6711302399635315
6584,52.4393,-28.1341,0.535083532333374
6585,52.43934,-28.15061,1.5768802165985107
6586,52.43945,-28.45377,0.20684367418289185
6587,52.43954,-28.18971,0.4429314136505127
6588,52.43955,-29.09832,0.6849582195281982
6589,52.43958,-28.56096,0.6271749138832092
6590,52.43958,-29.51462,0.19468694925308228
6591,52.43962,-28.42356,0.25590601563453674
6592,52.43966,-29.19398,0.7136433720588684
6593,52.4397,-29.61158,0.49231526255607605
6594,52.43973,-29.55975,0.35921910405158997
6595,52.43976,-29.34878,0.6706196069717407
6596,52.43977,-29.2443,0.9236385226249695
6597,52.43985,-28.98106,0.4300753176212311
6598,52.43985,-28.5472,0.23361440002918243
6599,52.43995,-28.57485,0.23556508123874664
6600,52.43997,-28.95075,0.6742703914642334
6601,52.4401,-28.57234,0.31769952178001404
6602,52.44011,-28.33373,0.676956057548523
6603,52.44018,-28.82428,0.3423616290092468
6604,52.44034,-28.97547,0.2279004007577896
6605,52.44039,-28.26822,0.5189992189407349
6606,52.44049,-29.08516,0.2923057973384857
6607,52.44059,-28.47375,0.47971686720848083
6608,52.4406,-29.25919,1.0210633277893066
6609,52.44072,-28.26254,0.38120517134666443
6610,52.44106,-29.26155,0.16412903368473053
6611,52.44115,-28.65707,0.5008149743080139
6612,52.44126,-29.2718,0.8291492462158203
6613,52.4412916666667,-28.5857777777778,0.4011499881744385
6614,52.44133,-28.11025,0.6347724199295044
6615,52.44142,-28.53381,0.748062014579773
6616,52.44144,-29.22634,0.8667592406272888
6617,52.4414583333333,-28.8464166666667,0.29923000931739807
6618,52.4415,-28.42085,0.6928648352622986
6619,52.44151,-28.92379,0.3709459900856018
6620,52.4415416666667,-27.717,0.6212499737739563
6621,52.44155,-28.44386,0.5351389646530151
6622,52.44159,-29.20711,0.3844458758831024
6623,52.44165,-29.23323,0.8402198553085327
6624,52.44166,-29.64058,0.3225669264793396
6625,52.44172,-28.85234,0.2982367277145386
6626,52.44172,-29.66231,0.24767304956912994
6627,52.44183,-27.29406,0.037077
6628,52.4419,-29.06374,0.4302928149700165
6629,52.4419166666667,-27.9159444444444,0.7867299914360046
6630,52.44202,-28.66015,0.3173547089099884
6631,52.44207,-28.11167,0.6242674589157104
6632,52.44214,-29.42971,0.11051680147647858
6633,52.44218,-28.23985,0.5555939674377441
6634,52.44226,-29.0511,0.8690593838691711
6635,52.44227,-28.28321,0.2827305197715759
6636,52.4423,-28.45324,0.11577443778514862
6637,52.44236,-29.13017,0.3233667016029358
6638,52.4425,-29.18824,0.382102370262146
6639,52.44255,-28.72621,0.5672793388366699
6640,52.44281,-28.37182,0.26833227276802063
6641,52.44292,-29.15876,0.7107498049736023
6642,52.44296,-28.42416,0.8322055339813232
6643,52.44296,-28.29163,0.840813159942627
6644,52.44317,-28.55717,0.7037749886512756
6645,52.44318,-29.6442,0.7943267822265625
6646,52.4432083333333,-27.1418333333333,0.14545999467372894
6647,52.44327,-29.09481,0.7010337710380554
6648,52.44332,-29.18097,0.7650771737098694
6649,52.44342,-28.92066,0.5523350238800049
6650,52.44347,-28.43199,0.7045007348060608
6651,52.44349,-29.21731,0.6053363084793091
6652,52.4435,-29.53957,0.509730875492096
6653,52.44367,-28.57006,0.5480725169181824
6654,52.4438,-28.73661,0.18202941119670868
6655,52.44417,-28.37019,0.2700408697128296
6656,52.44426,-28.58225,0.9868744611740112
6657,52.44426,-29.67165,0.3269387185573578
6658,52.44431,-28.14215,0.5730934143066406
6659,52.44433,-28.23229,0.31726744771003723
6660,52.44433,-28.1069,0.9498834013938904
6661,52.44443,-28.9322,0.673504650592804
6662,52.4445,-28.12982,0.3282706141471863
6663,52.44453,-28.75178,0.3823557198047638
6664,52.44459,-28.41291,0.5889836549758911
6665,52.44468,-29.21554,0.39865291118621826
6666,52.44468,-29.61498,0.8594555258750916
6667,52.44473,-29.55626,0.5365381836891174
6668,52.445,-28.79837,0.4247533679008484
6669,52.445,-29.60865,0.5499405860900879
6670,52.44511,-28.69032,0.12497314810752869
6671,52.44514,-29.12108,0.5519334077835083
6672,52.44514,-29.06251,0.6200963854789734
6673,52.44516,-29.52657,0.1621864289045334
6674,52.44534,-28.38999,0.3873622715473175
6675,52.44542,-28.93163,0.37357690930366516
6676,52.44555,-29.24184,0.24677535891532898
6677,52.44555,-28.15313,0.613246738910675
6678,52.44558,-28.92658,0.3785848617553711
6679,52.445625,-27.5550555555556,0.8819100260734558
6680,52.44571,-28.26362,0.5366681218147278
6681,52.44578,-28.5071,0.49991777539253235
6682,52.4458,-29.00942,0.622984766960144
6683,52.44604,-28.30461,0.0762
6684,52.4460833333333,-29.0309166666667,0.0720599964261055
6685,52.44614,-28.18571,0.41476505994796753
6686,52.44626,-28.11424,0.7042229771614075
6687,52.44627,-28.42091,2.015312671661377
6688,52.4464,-28.85607,0.5686666965484619
6689,52.44651,-28.26932,0.2645746171474457
6690,52.44662,-26.64094,0.1714
6691,52.44671,-28.09286,0.328
6692,52.4473,-28.70397,0.2736760675907135
6693,52.4477,-28.53871,0.500274121761322
6694,52.44783,-29.02861,0.0716
6695,52.44794,-28.19766,0.218666672706604
6696,52.448166666666665,-29.08308333333333,0.46309998631477356
6697,52.44821,-28.18899,0.8273563981056213
6698,52.44847,-28.7571,0.7269676327705383
6699,52.4485833333333,-27.4769722222222,2.337779998779297
6700,52.44863,-28.54791,0.19108058512210846
6701,52.44875000000001,-28.852027777777778,0.3797000050544739
6702,52.44893,-28.48653,0.649204671382904
6703,52.44921,-28.76317,0.5993428230285645
6704,52.44923,-28.4174,0.6550670862197876
6705,52.44925,-28.82814,0.6353363990783691
6706,52.44926,-28.15224,0.5783504247665405
6707,52.44929,-28.27373,0.2590644061565399
6708,52.44943,-28.40743,0.6771424412727356
6709,52.44953,-28.83039,0.08822198212146759
6710,52.44966,-28.14927,0.44415682554244995
6711,52.4499166666667,-27.7338055555556,0.14182999730110168
6712,52.44993,-28.13692,1.1345010995864868
6713,52.4499583333333,-27.8626944444444,0.06650999933481216
6714,52.45016,-28.5708,0.6032969951629639
6715,52.4502,-28.14521,0.5725536942481995
6716,52.4505416666667,-27.5552777777778,0.5060700178146362
6717,52.45103,-28.3199,0.2815774977207184
6718,52.45129,-28.40972,0.2580709159374237
6719,52.45182,-28.7722,0.5451714992523193
6720,52.45189,-28.23596,0.6450061202049255
6721,52.45206,-28.65397,0.8596944808959961
6722,52.452125,-28.1800833333333,0.8426700234413147
6723,52.45227,-29.36666,0.5042111277580261
6724,52.45234,-28.48439,0.57454913854599
6725,52.45234,-28.47773,0.4911714792251587
6726,52.45258,-27.40894,0.2261
6727,52.452625,-28.5708611111111,0.7700700163841248
6728,52.45296,-28.20792,0.3271
6729,52.45311,-28.16794,0.5852563381195068
6730,52.45319,-28.70499,0.6289633512496948
6731,52.45329,-29.07447,0.071251
6732,52.45338,-29.50395,0.7845410108566284
6733,52.45339,-28.57846,0.29115188121795654
6734,52.45384,-28.46669,0.8501697778701782
6735,52.454,-29.52378,0.6594356298446655
6736,52.45401,-28.42393,0.9486992359161377
6737,52.45404,-29.44338,0.5612186193466187
6738,52.45409,-29.44773,1.0564509630203247
6739,52.45411,-28.14329,0.5742861032485962
6740,52.4542083333333,-27.7271111111111,0.4412499964237213
6741,52.45427,-29.27364,0.27665451169013977
6742,52.45429,-29.74186,0.0674
6743,52.45449,-28.66694,0.2028997391462326
6744,52.45465,-28.28306,0.7551218271255493
6745,52.45473,-28.27081,0.3320475220680237
6746,52.45474,-28.81892,0.37865185737609863
6747,52.45476,-29.16882,1.121328592300415
6748,52.4548,-29.6284,0.2785142660140991
6749,52.45483,-28.62676,0.38066986203193665
6750,52.45485,-28.56004,0.6810160279273987
6751,52.4549166666667,-28.3040277777778,0.9256399869918823
6752,52.45499,-29.19531,0.7151734232902527
6753,52.45501,-28.80965,0.06845010817050934
6754,52.45501,-28.26661,0.21611259877681732
6755,52.45508,-28.20504,0.5058464407920837
6756,52.45511,-29.23163,0.6031390428543091
6757,52.45512,-28.3157,0.6836227178573608
6758,52.45525,-28.71358,1.9294997453689575
6759,52.45531,-29.62323,0.8440777063369751
6760,52.45533,-29.01169,0.5256320834159851
6761,52.45534,-28.99412,0.7972544431686401
6762,52.45535,-28.46715,0.8118218779563904
6763,52.45535,-28.52499,1.12082040309906
6764,52.45544,-28.93598,0.3777911067008972
6765,52.4555,-29.05484,1.1391435861587524
6766,52.45569,-29.12777,1.0029327869415283
6767,52.45578,-28.72847,0.6348728537559509
6768,52.4558,-28.43063,0.251079261302948
6769,52.45601,-29.15862,0.8219479918479919
6770,52.45607,-28.52625,0.07812816649675369
6771,52.4561,-29.24841,0.4358408451080322
6772,52.45617,-28.84953,0.0761
6773,52.4562,-29.13034,0.8469595909118652
6774,52.456208333333336,-28.84926944444444,0.07620000094175339
6775,52.45625,-28.76397,0.155331
6776,52.45639,-29.06707,0.6359925866127014
6777,52.45662,-28.91269,0.3691275119781494
6778,52.45668,-29.10736,0.28713658452033997
6779,52.45674,-28.44153,0.6525515913963318
6780,52.45676,-28.58142,0.7619885802268982
6781,52.45697,-28.32262,0.3792852461338043
6782,52.45704,-28.87248,0.791621744632721
6783,52.45705,-28.48057,0.8432472944259644
6784,52.45705,-29.42877,0.37609678506851196
6785,52.45706,-28.71643,0.6340981125831604
6786,52.45708,-29.25981,0.5700914859771729
6787,52.45737,-28.4133,0.256612628698349
6788,52.45748,-29.62089,0.5817042589187622
6789,52.45754166666666,-29.142166666666668,0.2295999974012375
6790,52.457666666666675,-28.819555555555553,0.38350000977516174
6791,52.45776,-28.48356,0.7413144707679749
6792,52.45777,-29.06773,0.7269566059112549
6793,52.45778,-29.46535,0.7254780530929565
6794,52.45791,-28.56249,0.2826431095600128
6795,52.4579166666667,-27.9126944444444,0.10881999880075455
6796,52.45796,-28.75289,0.070198
6797,52.45821,-28.75286,0.0684645026922226
6798,52.45821,-28.40196,0.6825114488601685
6799,52.45826,-28.53811,0.6969754695892334
6800,52.45829,-29.04967,0.720004677772522
6801,52.45834,-28.39107,0.28543707728385925
6802,52.45846,-28.89971,0.7813786864280701
6803,52.45848,-28.36367,0.2691110670566559
6804,52.45874,-29.06049,0.732672393321991
6805,52.45876,-28.35715,0.02354731224477291
6806,52.45886,-29.22904,0.7251510620117188
6807,52.4589,-29.4935,0.7209545373916626
6808,52.4589166666667,-28.4158055555556,0.25898998975753784
6809,52.45907,-28.97663,0.06894830614328384
6810,52.45918,-28.97005,0.6676527857780457
6811,52.45923,-28.90086,0.7164193987846375
6812,52.45928,-28.76297,0.7954216003417969
6813,52.45932,-29.10474,1.0733801126480103
6814,52.45953,-28.12889,0.7008476257324219
6815,52.45975,-28.83557,0.491661012172699
6816,52.45978,-28.26358,0.21405789256095886
6817,52.45987,-28.41686,0.2563868761062622
6818,52.45988,-29.57925,0.41708824038505554
6819,52.45998,-29.63329,0.3217528164386749
6820,52.46004,-28.75372,0.6597160696983337
6821,52.46005,-28.86269,0.2845286726951599
6822,52.4602,-28.4893,0.41812723875045776
6823,52.4602083333333,-27.5858611111111,0.21839000284671783
6824,52.46022,-28.59484,0.20542356371879578
6825,52.46023,-29.22677,0.7493475675582886
6826,52.46033,-29.49892,0.6623693704605103
6827,52.46037,-29.5548,0.5580533742904663
6828,52.460375,-27.5263333333333,0.7672500014305115
6829,52.46038,-29.04655,0.6378843784332275
6830,52.46041,-29.08697,0.5121709704399109
6831,52.4606,-29.65866,0.35080909729003906
6832,52.46062,-28.65324,0.3899489939212799
6833,52.46069,-29.05574,0.7223479151725769
6834,52.46082,-28.33441,0.7143258452415466
6835,52.46087,-28.80029,0.020528331398963928
6836,52.46094,-29.1145,0.15476320683956146
6837,52.46102,-29.20387,0.7682012915611267
6838,52.46103,-29.2356,0.7096006274223328
6839,52.46121,-28.22156,0.32776138186454773
6840,52.46141,-28.28364,1.0560635328292847
6841,52.461416666666665,-27.671861111111113,0.19910000264644623
6842,52.46142,-29.26634,0.39496690034866333
6843,52.46146,-29.56593,0.4970732033252716
6844,52.46175,-29.16324,0.11870712786912918
6845,52.46177,-29.21621,0.42679253220558167
6846,52.46182,-29.08308,0.06782752275466919
6847,52.46182,-28.45942,0.7159646153450012
6848,52.46199,-29.6422,0.3454364836215973
6849,52.46213,-28.80149,0.8120995163917542
6850,52.46221,-29.30917,0.166585
6851,52.46224,-29.22198,0.7127472162246704
6852,52.46238,-28.88396,0.7046878933906555
6853,52.46239,-29.60271,0.9169309735298157
6854,52.46241,-28.8952,0.5962816476821899
6855,52.46243,-28.71421,0.5622047781944275
6856,52.46245,-28.86304,0.060090743005275726
6857,52.46252,-29.58879,0.6969759464263916
6858,52.46254,-28.85077,0.29412442445755005
6859,52.46256,-28.43661,0.6403059959411621
6860,52.46259,-28.54712,0.30560019612312317
6861,52.46262,-29.1744,0.7072755694389343
6862,52.46264,-29.51781,0.652722954750061
6863,52.46273,-29.18904,0.8214340209960938
6864,52.46273,-28.56801,0.9401830434799194
6865,52.46277,-28.14307,0.9035648703575134
6866,52.4627916666667,-27.2515277777778,0.8454099893569946
6867,52.46289,-29.15906,0.6675722002983093
6868,52.46312,-28.94754,0.6304298043251038
6869,52.46354,-26.53128,0.0697
6870,52.46357,-28.92383,0.6725896596908569
6871,52.46373,-28.73256,0.5987519025802612
6872,52.46386,-29.24181,0.5734142065048218
6873,52.46388,-29.35591,0.34571531414985657
6874,52.46395,-28.69806,0.3172258138656616
6875,52.46402,-29.17798,0.7061700224876404
6876,52.46423,-28.64006,0.5171288847923279
6877,52.46425000000001,-28.84338055555556,0.29820001125335693
6878,52.46431,-29.20534,0.7072020173072815
6879,52.46445,-29.63648,0.32202109694480896
6880,52.46448,-29.4393,0.3159227967262268
6881,52.4649,-28.40911,0.24965228140354156
6882,52.46504,-26.64747,0.1429
6883,52.46507,-28.96878,0.6846362948417664
6884,52.46507,-28.65875,0.6209615468978882
6885,52.46514,-28.93044,0.6665491461753845
6886,52.46537,-28.76915,0.5289198756217957
6887,52.46549,-29.25595,0.544766902923584
6888,52.46566,-29.01106,0.531043291091919
6889,52.4657,-28.54465,0.2663148045539856
6890,52.46573,-28.72103,0.8392966389656067
6891,52.46579,-28.62123,0.9977735280990601
6892,52.46589,-28.24448,0.8826377987861633
6893,52.46592,-29.21209,0.879867434501648
6894,52.466,-28.22541,0.33025017380714417
6895,52.46603,-28.82763,0.49354779720306396
6896,52.46604,-28.86853,0.066106
6897,52.46613,-29.17124,0.8495998978614807
6898,52.46617,-28.55032,0.9744634628295898
6899,52.46629,-27.81869,0.6734
6900,52.46633,-28.86855,0.06098133698105812
6901,52.46637,-29.58358,0.9041978716850281
6902,52.46639,-28.12751,0.687239944934845
6903,52.46641,-28.95931,0.29958948493003845
6904,52.4665416666667,-27.8856388888889,0.21775999665260315
6905,52.4666,-28.26897,0.33506104350090027
6906,52.4668,-28.78472,0.8451734185218811
6907,52.46682,-29.05531,0.8453946113586426
6908,52.46682,-28.15498,0.5449985265731812
6909,52.46716,-28.93478,0.7771472930908203
6910,52.46731,-28.82708,0.4950282573699951
6911,52.46732,-29.26276,0.7012385129928589
6912,52.46766,-28.95149,0.07273729890584946
6913,52.46767,-29.04806,0.6244257092475891
6914,52.46773,-28.442,0.546453058719635
6915,52.4678,-28.2064,0.49185648560523987
6916,52.46786,-29.12546,0.8281147480010986
6917,52.46808,-28.40059,0.4086873531341553
6918,52.46819,-28.41234,0.2506386935710907
6919,52.4682,-29.16567,0.7026317715644836
6920,52.46827,-28.87842,0.5671213865280151
6921,52.46828,-28.21969,0.1337142437696457
6922,52.46836,-29.07362,0.697085440158844
6923,52.46838,-28.75826,0.3174198567867279
6924,52.46844,-28.75384,0.5473136901855469
6925,52.46846,-29.08238,1.157082438468933
6926,52.46861,-28.35078,0.5462587475776672
6927,52.46867,-28.75068,0.22208146750926971
6928,52.46883,-28.26766,0.33180946111679077
6929,52.46884,-28.64794,0.5387141704559326
6930,52.46895,-29.14752,0.8960438966751099
6931,52.46904,-29.23829,0.8426458835601807
6932,52.46904,-28.79617,0.5792511105537415
6933,52.46933,-28.53175,0.2345
6934,52.46934,-28.77947,0.8387066721916199
6935,52.46958,-29.23631,0.837273895740509
6936,52.46961,-28.9618,0.22734437882900238
6937,52.46962,-29.57706,0.434452623128891
6938,52.46973,-29.08799,0.3790416419506073
6939,52.46975,-27.3139444444444,0.3458000123500824
6940,52.4698,-28.84913,0.2944563925266266
6941,52.46985,-28.41606,0.21142621338367462
6942,52.46986,-29.1092,0.7481004595756531
6943,52.4699,-28.49543,0.6660870909690857
6944,52.46995,-28.25805,0.2616824805736542
6945,52.47001,-28.90649,0.0609898678958416
6946,52.47009,-28.24761,0.25676122307777405
6947,52.47013,-29.01012,0.6188377737998962
6948,52.4704,-28.47954,1.1186853647232056
6949,52.47043,-28.45514,0.6588453650474548
6950,52.47083,-28.95223,0.8830090165138245
6951,52.47088,-29.54777,0.6234785318374634
6952,52.47116,-29.0265,0.6875351667404175
6953,52.47134,-29.06311,0.0721924901008606
6954,52.47163,-28.08661,0.08
6955,52.47166,-29.15359,0.7049750089645386
6956,52.47182,-29.06528,0.8958057761192322
6957,52.47188,-29.43115,0.5011572241783142
6958,52.47191,-28.11897,0.32953423261642456
6959,52.47197,-28.89614,0.4299192428588867
6960,52.4722,-28.13454,0.6893317699432373
6961,52.47221,-28.94258,0.155234
6962,52.47233,-28.93852,0.20764654874801636
6963,52.47234,-28.19798,0.6106781959533691
6964,52.47241,-28.38214,0.1651710867881775
6965,52.47246,-27.56808,0.146314
