,name,2hmag,2jmag,2kmag,Flux_ArIV_4711,Flux_ArIV_4711_Err,Flux_Ha_6562,Flux_Ha_6562_Err,Flux_Hb_4861,Flux_Hb_4861_Err,Flux_Hd_4101,Flux_Hd_4101_Err,Flux_HeII_3203,Flux_HeII_3203_Err,Flux_HeII_4685,Flux_HeII_4685_Err,Flux_HeI_5875,Flux_HeI_5875_Err,Flux_Hg_4340,Flux_Hg_4340_Err,Flux_NII_6547,Flux_NII_6547_Err,Flux_NII_6583,Flux_NII_6583_Err,Flux_NeIII_3868,Flux_NeIII_3868_Err,Flux_OIII_4363,Flux_OIII_4363_Err,Flux_OIII_4958,Flux_OIII_4958_Err,Flux_OIII_5006,Flux_OIII_5006_Err,Flux_OII_3726,Flux_OII_3726_Err,Flux_OII_3728,Flux_OII_3728_Err,Flux_OI_6300,Flux_OI_6300_Err,Flux_SII_6716,Flux_SII_6716_Err,Flux_SII_6730,Flux_SII_6730_Err,NAME,absrmag,absrmagcorr,ariii7135_flux,ariii7135_flux_err,b_a,b_a_deconv1,b_a_deconv2c,b_a_deconv2e,b_a_innerdisk,ccb,ccr,ccr_bary,ccr_lum,ccr_star,centralout,confused,cz,dedeg,den1mpc,dgr,dist2d_nn1,dist2d_nn2,dist2d_nn3,e_2hmag,e_2jmag,e_2kmag,e_fuvmag,e_gmag,e_imag,e_nuvmag,e_rmag,e_uhmag,e_ukmag,e_umag,e_uvm2mag,e_uymag,e_zmag,eb_a,eb_a_innerdisk,econame,ehiasym,emhi,emhi_corr_rand,emhi_corr_sys,emhi_rand_corr,emhi_sys_corr,ew20,ew50,extfuv,extg,exth,exti,extj,extk,extnuv,extr,extu,extuvm2,exty,extz,f_a,f_b,fa,fc,fg,fl_insample,flux_ratio_2c,fm16,fsmgr_ave,fsmgr_med,fuvmag,gmag,grp,grpabsrmag,grpcz,grpmb,grpms,grpn,grpnassoc,grprproj,grprproj_stack,grpsig,grpsig_stack,h_alpha_flux,h_alpha_flux_err,h_beta_flux,h_beta_flux_err,h_delta_flux,h_delta_flux_err,h_gamma_flux,h_gamma_flux_err,hei_5876_flux,hei_5876_flux_err,hiasym,hitelescope,imag,kin_blue_code,kin_done_blue,kin_done_hi,kin_done_red,kin_ifu_flag,kin_red_code,kin_slit_flag,limflag,logmbary_pc,logmgas,logmh,logmh_dyn,logmh_dyn_smooth,logmh_dyn_stack,logmh_s,logmstar,logmstar_16,logmstar_84,logmstare15,meanfsmgr,meanfsmgre15,mhi,mhi_corr,modelg_i,modelg_icorr,modelg_j,modelg_jcorr,modelg_k,modelg_kcorr,modelg_r,modelg_rcorr,modelu_i,modelu_icorr,modelu_j,modelu_jcorr,modelu_k,modelu_kcorr,modelu_r,modelu_rcorr,morph,morphel,mu_delta,neiii_3869_flux,neiii_3869_flux_err,nii_6548_flux,nii_6548_flux_err,nii_6584_flux,nii_6584_flux_err,nuvmag,oi_6300_flux,oi_6300_flux_err,oii_3726_flux,oii_3726_flux_err,oii_3729_flux,oii_3729_flux_err,oii_flux,oii_flux_err,oiii_4363_flux,oiii_4363_flux_err,oiii_4959_flux,oiii_4959_flux_err,oiii_5007_flux,oiii_5007_flux_err,oiii_flux,oiii_flux_err,peaksnhi,r50,r50_deconv1,r50_deconv2c,r50_deconv2e,r90,radeg,resname,rmag,sdss_dr10_objid,sdss_dr10_specid,sdss_dr12_objid,sdss_dr12_specid,sdss_dr7_objid,sdss_dr7_specid,sfr_nuv,sfr_nuv_wise,sii_6717_flux,sii_6717_flux_err,sii_6731_flux,sii_6731_flux_err,uhmag,ukmag,umag,uvm2mag,uymag,vdisp,vrot,w20,w50,zmag,logxray_lum,xmm_id,xrayagn
1692,ECO06130,12.8605,13.6219,12.8137,8.547503,17.89868,2778.172,38.74762,767.2874,21.78716,147.4994,16.21656,0.0,0.0,22.36419,15.89846,74.67697,9.10548,329.0287,15.94611,186.4633,4.79236,548.4214,14.09517,29.266890000000004,16.60332,0.0,0.0,392.8615,7.830419,1122.461,22.37263,24.81197,107.7402,0.0,0.0,107.7601,15.02713,491.1753,16.946460000000002,395.6306,15.86625,ECO06130,-19.8949,-20.3689,51.049305443025595,6.908474601029121,0.8112,,,,,1.0,1.211,,,,,0,6770.74,24.3488,2.09202,0.221882,,,,0.0543,0.2135,0.0776,,0.0209,0.0211,0.0,0.022,,,0.0675,,,0.0216,,,,,154556000.0,,,0.0,0.0,,,,0.0493,0.0075,0.0271,0.0117,0.0048,0.119205,0.0358,0.067,,,0.0192,,,1.0,1,0.0,,,1.0,0.92686,0.630957,,15.4416,1734.0,-20.056,6750.68,9.9525,9.5855,2.0,,0.08774169999999999,0.0980115,35.5555,69.1947,2711.1629063837536,51.55654724591646,947.9590581761377,34.55216828016467,305.87970667539923,20.36892741259803,480.6081360735633,24.28580521188455,93.22430720258795,7.8257366373486015,,ALFALFA,14.8502,,,,,,,,0,,9.49444,11.5009,0.0,11.5747,0.0,11.3449,9.53,9.39,9.75,9.53,0.929487,0.92686,2230020000.0,0.0,0.540539,0.238663,1.75602,1.25814,2.61198,1.99374,0.335716,0.144125,1.44408,0.928261,2.65956,1.94774,3.5155300000000005,2.68333,1.23926,0.833723,,E,9.66571,59.47887284474422,21.860611182462282,177.4062842051214,4.4404886355271325,533.5205199246798,13.2796791332723,0.1192,104.30264264983965,8.036485827773598,0.0,,0.0,,0.0,1.041868,-10.941988385124992,-12.719074707855013,434.6928203838578,19.309935097111982,1247.6345533537853,43.17006828125396,808.7134,13.16923,,2.95438,,,,11.8476,194.542,notinresolve,15.0686,,,,,,,2.3168391,,452.68090071359023,13.028790712070329,357.8506603364577,11.401467453608046,,,16.3788,,,,,,,14.6735,40.33891941400303,200943832010015,False
818,ECO03806,12.1915,12.9173,11.9595,0.9987957,25.75744,3634.389,70.37676,978.6243,29.83556,296.9351,14.92186,0.0,0.0,0.0,0.0,76.15517,8.195412,424.5267,14.61054,393.2747,9.938004,1156.69,29.22942,6659.0459999999985,0.0,510.7568,0.0,60.87773000000001,3.541696,173.9364,10.11913,2510000000000.0,42800000.0,0.0,0.0,56.75857,10.09826,593.5814,18.16108,445.5049,12.19,ECO03806,-20.0701,-20.399,21.188602016295462,4.600094980314896,0.8939,,,,,1.4183,1.22181,,,,,1,5438.55,27.6442,1.20428,0.0292263,,,,0.1236,0.2406,0.2797,,0.0229,0.0285,0.3553,0.0322,,,0.0271,,,0.0216,,,,,56982600.0,,,0.0,0.0,,,,0.042,0.0064,0.0231,0.01,0.0041,0.101566,0.0305,0.0571,,,0.0164,,,1.0,0,0.0,,,1.0,0.770116,0.630957,,14.8361,26.0,-26.4895,6558.28,12.7515,12.7275,245.0,,0.806789,0.0,623.605,0.0,4039.4665057032453,63.899320057953936,1412.4008761200155,41.31169602875772,450.84783794899107,22.735323863490397,740.6017220953635,29.38295805207532,111.42101272539855,6.228159072481063,,ALFALFA,14.1849,,,,,,,,0,,9.59733,14.5129,14.8579,14.9984,0.0,14.5129,9.63,9.51,9.85,9.65,0.8451129999999999,0.770116,384632000.0,0.0,0.5689069999999999,0.350155,1.79916,1.44137,2.67124,2.22922,0.360579,0.221569,1.69265,1.3169799999999998,2.9229,2.4082,3.79498,3.19604,1.48432,1.18839,,L,9.00753,72.99835415878205,19.538312357343425,420.56208921807433,7.064397226191765,1262.8649615953007,21.041178081382,16.9264,60.87322962419117,5.732217025957168,0.0,,0.0,,0.0,1.126912,12.343371356987118,11.3506721343149,70.10028693230112,8.581503813228178,226.3442703066133,11.089034602813705,119.2315,5.696535,,7.1024699999999985,,,,21.5629,194.772,notinresolve,14.4123,,,,,,,1.0620453,,629.3073705685803,12.981971540206725,473.3055932121272,10.694798830342966,,,16.0067,,,,,,,14.0557,39.702553175424114,201247105010037,False
823,ECO03852,9.6134,10.2529,9.3138,0.0,0.0,284.4462,36.12165,139.7828,35.89618,41.73998,25.3294,0.0,0.0,0.0,0.0,5.6409910000000005,48.43967,97.90086,34.797740000000005,133.995,12.88185,394.103,37.88781,21.68749,9.658148,0.0,0.0,51.79485,11.08158,147.9853,31.66165,-9999.0,0.0,-9999.0,0.0,34.45874,26.25818,102.471,26.34128,83.99006999999997,26.94007,ECO03852,-22.3803,-22.5731,-4.725616863525839,-8.052230522421691,0.8875,,,,,1.0,1.00093,,,,,1,5479.56,27.8858,1.27934,-0.119186,,,,0.1588,0.1074,0.1906,,0.0251,0.0208,0.5207,0.0355,,,0.212,,,0.0295,,,,,101229000.0,,,0.0,0.0,,,,0.0353,0.0054,0.0194,0.0084,0.0034,0.0854416,0.0256,0.048,,,0.0138,,,1.0,1,0.0,,,1.0,0.06510880000000001,0.0562341,,12.8627,3045.0,-22.7005,5476.39,11.3265,11.3065,2.0,,0.029545,0.12698800000000002,5.60989,92.2557,198.30012348428752,35.32980476189441,69.33570751198864,18.117128028574477,15.695927247335394,5.851269741999129,37.94107058288026,11.492716675650685,-11.13249868753939,-6.008047707778784,,ALFALFA,11.6997,,,,,,,,0,,9.94273,13.0129,0.0,12.8766,0.0,13.1659,11.17,11.05,11.23,11.17,0.0137284,0.06510880000000001,1127980000.0,0.0,1.11414,0.972565,2.49195,2.32297,3.41641,3.23029,0.759554,0.656662,2.68528,2.4182,4.06309,3.7686,4.98755,4.67593,2.33069,2.10229,,L,8.842080000000003,16.366201709348022,5.879624426952055,90.7056280123253,15.938268028941671,274.09262001136557,47.88542203814657,15.8399,32.035006801302586,9.411142939500769,0.0,,0.0,,0.0,1.073843,-9.001581717256991,-4.953851568465262,16.850424051790295,6.742714190414497,98.40152065809146,24.329956092371322,163.5714,10.62287,,33.4328,,,,69.9259,195.359,notinresolve,12.1135,,,,,,,0.90382169,,84.67237848001943,16.472570698615346,58.84975002814536,12.920903312688939,,,14.444,,,,,,,11.4092,40.82329480621585,201247109010017,True
837,ECO03926,12.2794,13.0942,12.1872,0.0,0.0,4477.738,93.21098,1279.226,42.61116,374.8481,24.76932,0.0,0.0,15.39341,12.20672,151.0432,15.31704,621.7405,26.37756,478.6827,11.71657,1407.89,34.46048,135.4774,34.89536,0.0,0.0,216.8553,9.638768,619.5864,27.539340000000006,942.4219,190.6823,2057.599,175.855,104.2606,12.29117,839.1844,18.64508,631.0809,20.70107,ECO03926,-20.1874,-20.7085,45.84123106033765,5.753353821928327,0.7634,,,,,1.0,1.21792,,,,,0,6291.33,29.3675,2.17764,0.0621014,,,,0.139,0.1098,0.0657,,0.0205,0.021,0.0949,0.0205,,,0.0272,,,0.0289,,,,,0.0,,,0.0,0.0,,,,0.0428,0.0065,0.0235,0.0102,0.0041,0.103495,0.031,0.0582,,,0.0167,,,0.0,1,0.0,,,1.0,0.66913,0.630957,,15.098,3087.0,-20.1874,6291.33,9.9985,9.7055,1.0,,0.0,0.0,0.0,0.0,3907.872480007079,64.14786438728278,1366.3889790234543,43.01065491597791,451.42474430364473,25.00807203515585,722.1969361366292,31.12048270594046,138.30686809204138,7.153553940603109,,,14.3957,,,,,,,,0,,9.6979,11.5419,0.0,0.0,0.0,11.4019,9.69,9.59,9.87,9.69,0.668766,0.66913,0.0,0.0,0.657257,0.293264,1.92516,1.34166,2.81108,2.09078,0.417747,0.181004,1.66875,1.02122,2.93665,2.06961,3.82258,2.81873,1.42924,0.908955,,L,9.13042,128.2937346987083,23.05890322966476,404.23164714188204,7.143873399530929,1213.8335041402415,21.27282003689213,17.0162,86.99626259854591,6.138165816340103,0.0,,0.0,,0.0,1.173316,32.77682205091466,12.068839302509645,221.7810160449117,12.018125094479046,655.9681119494079,22.185710234599487,346.2614,7.571814,,5.49488,,,,16.4002,197.317,notinresolve,14.6118,,,,,,,2.7640299,,710.7624984296251,14.458089702977793,533.845602625131,12.549586930766926,,,16.1073,,,,,,,14.1978,39.9429594194248,202059101010036,False
900,ECO04115,11.6568,12.4777,11.1552,3.129465,86.07345,2025.398,37.14369,536.328,28.12204,191.7913,32.98867,0.0,0.0,7.024845,50.15531,62.04792,22.80972,319.2615,36.6639,265.7879,9.015638,781.7292,26.51658,0.0,0.0,0.0,0.0,55.27923000000001,9.103948,157.9406,26.01128,637.2063,191.9824,70.90833,77.51011,27.0317,16.57958,170.3439,22.91533,135.2432,22.90826,ECO04115,-20.7446,-20.9177,-1.1177295070698523,-20.400932193985504,0.5319,,,,,1.0,1.1464,,,,,0,6425.37,11.7975,1.1724,-0.0434685,,,,0.1402,0.0753,0.25,,0.0213,0.0211,0.0,0.0222,,,0.0337,,,0.0214,,,,,0.0,,,0.0,0.0,,,,0.1296,0.0197,0.0713,0.0308,0.0125,0.31351100000000004,0.094,0.1762,,,0.0506,,,1.0,0,0.0,,,1.0,0.0952277,0.125893,,14.9237,715.0,-24.5736,6822.91,11.9805,11.9595,33.0,,0.445105,0.459328,396.102,338.176,3797.406696460106,268.1059622402716,1327.7645791818554,141.96167147805025,590.6965500661657,92.00151311222572,727.282837053692,98.50148354885715,47.33893494185565,24.63100852113525,,ALFALFA,13.7781,,,,,,,,1,,9.27165,14.0009,14.2054,14.3459,14.0817,14.0009,10.41,10.33,10.47,10.41,0.0203001,0.0952277,1335120000.0,0.0,1.06146,0.925461,2.38846,2.20335,3.29396,3.09666,0.724962,0.626915,2.56593,2.34011,3.89292,3.618,4.7984300000000015,4.51131,2.22943,2.04156,,L,9.20117,16.52233817753892,75.27483143678359,474.3596012494013,34.74296597339025,1417.1354178898557,103.23065820034948,0.3135,70.54111220296147,23.33003751463223,-125723.21226200384,-404278.3896537897,1267.2319066346874,4420.836340025464,-285275.2,1770000000.0,27.26370877563305,54.07752102126118,178.13816429162918,42.00138323173572,313.91178762075464,49.24283505913585,33.56375,4.730079,,9.96858,,,,25.9355,202.351,notinresolve,14.1634,,,,,,,0.17792605,,364.6952678224753,35.41731042003112,301.8305500168373,32.117533517037224,,,16.5842,,,,,,,13.53,39.59706134495638,200411808010029,False
901,ECO04118,11.0062,11.3408,10.37,0.0,0.0,814.8398,31.48883,244.4261,26.65738,61.73372,24.88024,0.0,0.0,0.0,0.0,89.86173000000002,30.03094,105.4627,29.543640000000003,450.0253,12.7929,1323.604,37.62617,84.50858000000002,29.06513,0.0,0.0,128.5574,8.857268,367.3069,25.30648,1472.216,1696.975,449.3702,1495.55,229.315,25.75031,580.9996,33.60113,417.3958,33.245020000000004,ECO04118,-21.2892,-21.5645,-27.05158889143329,-17.3816991846372,0.5257,,,,,1.0,1.0621,,,,,0,6202.86,11.6247,0.74128,-0.11083,,,,0.0445,0.469,0.4938,,0.0269,0.0209,0.0,0.0241,,,0.068,,,0.0238,,,,,0.0,,,0.0,0.0,,,,0.1102,0.0167,0.0606,0.0262,0.0107,0.26645100000000005,0.0799,0.1497,,,0.043,,,1.0,0,0.0,,,1.0,0.366495,0.630957,,14.2261,715.0,-24.5736,6822.91,11.9805,11.9595,33.0,,0.445105,0.459328,396.102,338.176,1019.5142667054387,132.89300100585234,356.47351982707636,70.24643225802157,92.07763530851321,32.28360136928672,153.5631763971081,39.99849944484351,50.28056658730496,18.512479565438444,,ALFALFA,13.1532,,,,,,,,1,,9.2735,14.0009,14.2054,14.3459,14.0817,14.0009,10.53,10.33,10.63,10.51,0.0576646,0.366495,1340820000.0,0.0,0.987373,0.774462,2.32029,2.03881,3.19946,2.90636,0.676739,0.5199199999999999,2.43089,2.07174,3.7638,3.33609,4.64297,4.20364,2.12025,1.8172,,L,9.05342,228.83344356643346,64.01462137827131,552.9206776809452,71.55949333873313,1659.6673726427148,213.5266257788704,0.2664,299.4664934926974,44.279523325093244,2430069.367903294,987735.4726600144,-52682.80939922456,-18830.81440467342,77.57366999999998,290.8867,-12.30439039135132,-24.61641714911961,155.74385008721316,35.817715024715035,542.9133174478037,100.31716982484421,179.8805,8.866072,,15.9775,,,,48.7736,202.372,notinresolve,13.5282,,,,,,,0.62972339,,747.2535650244574,95.7850010697623,556.0986804617688,72.64314124442218,,,15.7314,,,,,,,12.9115,40.252551649323905,200411808010032,False
3323,ECO11767,11.9887,12.675999999999998,12.0902,0.0,0.0,1074.029,27.23312,280.3715,13.32857,95.8363,13.96354,0.0,0.0,0.0,0.0,33.35172,5.960393,133.9329,11.22326,117.0446,3.2930370000000004,344.2488,9.685402,28.00268,11.94123,0.0,0.0,19.08598,2.794195,54.53138000000001,7.983416,0.0,67.42844000000001,419.5126,95.4346,19.53066,5.102201,180.7449,8.304967999999999,134.1336,7.964886,ECO11767,-20.1576,-20.5818,-0.09540971107561236,-2.9230010616270103,0.853,,,,,1.0,1.20701,,,,,0,6509.68,11.6976,1.37751,0.100981,,,,0.3171,0.4193,0.2751,,0.0264,0.0245,0.0,0.021,,,0.0956,,,0.0634,,,,,204096000.0,,,0.0,0.0,,,,0.119,0.0181,0.0654,0.0283,0.0115,0.287758,0.0863,0.1617,,,0.0464,,,1.0,0,0.0,,,1.0,0.279061,0.28183800000000003,,15.3595,715.0,-24.5736,6822.91,11.9805,11.9595,33.0,,0.445105,0.459328,396.102,338.176,1035.2416630083633,26.186081048538963,361.9726094434838,18.91053855012732,137.66318880385379,15.297497122655235,200.9025883387945,15.611863044074257,37.33143872114653,4.32552522296517,,ALFALFA,14.5072,,,,,,,,0,,9.40045,14.0009,14.2054,14.3459,14.0817,14.0009,9.93,9.73,10.11,9.91,0.253298,0.279061,1796050000.0,0.0,0.787365,0.468218,2.16183,1.68746,3.09336,2.533,0.505898,0.289358,1.97106,1.35734,3.34552,2.57659,4.27705,3.42212,1.68959,1.17848,,L,8.935260000000003,24.443427971824736,21.348316441964084,110.57043106720975,3.1120403460822725,331.605293561704,9.251070805711247,0.2878,19.20055465537365,3.21559951060412,1141827.2191460782,1660466.9957650863,-532.8298584157088,-1256.2471168627596,73.02369,1549.815,3.2637718455730367,8.80101367095934,20.88359496476132,5.791949477434446,59.131397658544,6.493065753672701,26.13765,3.092741,,9.07428,,,,28.8784,202.398,notinresolve,14.771,,,,,,,1.5260928,,170.7189355549996,6.279904019477872,124.0239237965723,5.090751372554818,,,16.4852,,,,,,,14.1757,39.9719492332982,200411808010059,False
1287,ECO05171,12.6606,13.2515,12.1689,0.0,0.0,563.2944,14.84071,180.8947,12.5174,40.64889,12.64155,0.0,0.0,25.8229,15.82446,40.24533,11.48582,65.61074,9.083385,143.8182,4.688553,422.9947,13.78986,74.54199,18.97182,0.0,0.0,126.2623,5.383179,360.7495,15.38051,85.59052,99.33863,217.5497,89.38474000000002,30.0752,13.75596,120.4568,12.51771,103.6633,10.66324,ECO05171,-20.0287,-20.3711,3.1181468038869107,4.574286747071088,0.6863,,,,,1.0,1.18921,,,,,0,6617.11,11.0385,1.60668,0.08288,,,,0.0501,0.3724,0.1121,,0.0282,0.0258,0.0,0.0365,,,0.0507,,,0.0215,,,,,0.0,,,0.0,0.0,,,,0.109,0.0166,0.0599,0.0259,0.0105,0.263585,0.0791,0.1481,,,0.0425,,,1.0,1,0.0,,,1.0,0.216053,0.28183800000000003,,15.5379,3951.0,-20.0287,6617.11,10.0205,9.9945,1.0,,0.0,0.0,0.0,0.0,447.50201587324415,17.897388418449523,156.46923631931617,12.746770383307666,56.114202275175096,8.647496664726003,74.2006105054397,8.96183645353166,18.269213324470858,4.649480942411676,,ALFALFA,14.5642,,,,,,,,1,,8.913910000000003,11.4929,0.0,0.0,0.0,11.5599,9.99,9.83,10.05,9.99,0.08471319999999999,0.216053,1201490000.0,0.0,0.917015,0.676033,2.17741,1.84429,3.01644,2.65815,0.62785,0.450638,2.29742,1.87328,3.5578199999999995,3.0415400000000004,4.39685,3.8554,2.00826,1.64789,,E,9.42652,53.35916763099043,12.6629281524653,108.19435787912701,4.5485326795714185,325.72392098343914,13.561577262050498,0.2636,21.00841858890828,4.7479312556570195,2889.1932900225856,3700.244359516498,70.7870188721734,58.187648205076826,-215143.5,188000000.0,1.991611281645033,6.995800634194843,109.04485249535706,10.170327371967064,291.58876225130524,21.426896037193092,219.7437,6.665128,,6.62175,,,,25.8841,202.858,notinresolve,14.9282,,,,,,,0.34031209,,101.4511023251709,6.682751421622558,79.54393826083368,6.012062136669271,,,16.9602,,,,,,,14.2907,39.707607980974046,206534504010065,False
920,ECO04190,10.4173,11.1185,10.1058,0.0,0.0,3858.72,47.88265,1360.299,34.27746,520.4033,29.33771,0.0,0.0,76.49868000000002,25.35892,133.9129,23.79458,865.5178,35.097570000000005,1573.391,16.20036,4627.6190000000015,47.64813,339.2823,26.33415,127.519,34.66636,1185.66,14.78586,3387.601,42.24533,1944.945,307.8341,2824.012,804.0119,427.6275,25.10336,1373.344,37.35086,1169.098,34.147,ECO04190,-21.8614,-22.1996,106.91894298106935,16.1961378569173,0.7428,,,,,1.0,1.00506,,,,,0,6454.76,2.9992,1.17929,-0.018652,,,,0.0921,0.085,0.0733,,0.0206,0.0241,0.0504,0.0204,,,0.0524,,,0.0235,,,,,0.0,,,0.0,0.0,,,,0.0921,0.014,0.0506,0.0219,0.0089,0.222649,0.0668,0.1251,,,0.0359,,,0.0,1,1.0,,,1.0,0.193875,0.28183800000000003,,13.7647,3261.0,-21.9201,6515.06,10.8525,10.8325,2.0,,0.0186334,0.134447,106.888,93.6696,4532.757374968677,150.71852897945047,1584.8802010379986,78.92041934901192,501.20655158843664,36.1258403003662,844.6381719035644,50.81393501772904,98.8626526828541,15.727610766831619,,GBT,12.6372,,,,,,,,1,,8.88195,12.3789,0.0,12.3676,0.0,12.3569,10.85,10.69,10.93,10.81,0.0690148,0.193875,544277000.0,0.0,1.03456,0.733128,2.51003,2.01212,3.45477,2.88991,0.695387,0.480709,2.5305,1.95197,4.00597,3.23096,4.95071,4.10875,2.19133,1.69955,,L,9.26285,753.1445721309641,52.90184674670609,1781.4034291248254,59.01996997978559,5345.832084079058,176.0882013820955,17.236,578.8202619625205,26.951106917962903,15583674.04639337,5627312.515665367,-165893.6229678192,-60022.392066395536,587.202,282.2634,52.55441623653093,23.436689237522717,1674.605138661375,81.82552131635073,4808.914645115332,222.23813681488602,1501.953,12.01055,,13.4734,,,,32.3068,203.951,rs1111,13.0218,,,,,,,2.2997885,,1647.3078117072416,56.964736956751175,1487.5505868487853,52.18652844153087,,,15.2865,,,,,,,12.3599,42.84622989258737,206017812010001,True
934,ECO04217,11.1226,11.8784,10.6251,0.0,0.0,4075.74,86.97774,908.3772,79.81295,373.0167,77.95786,0.0,0.0,0.0,0.0,336.6396,91.26759,400.2325,100.7266,810.5145,26.754,2383.866,78.68824000000002,39.77684,77.11623,0.0,0.0,161.6515,23.67163,461.8615,67.63322,3875.723,2359.758,113000000.0,154000000.0,263.1314,65.98196999999999,642.0936,64.79653,480.2016,67.24368,ECO04217,-20.7539,-21.1683,7.2593526656212735,81.3436993812988,0.3775,,,,,1.0,1.14023,,,,,0,6159.64,38.9706,0.413135,-0.14365799999999998,,,,0.0177,0.0649,0.0641,,0.0211,0.0228,0.0,0.0214,,,0.2284,,,0.0214,,,,,0.0,,,0.0,0.0,,,,0.0169,0.0026,0.0093,0.004,0.0016,0.0409651,0.0123,0.023,,,0.0066,,,0.0,1,0.0,,,1.0,0.4995729999999999,0.630957,,14.7395,3284.0,-20.7539,6159.64,10.3595,10.3415,1.0,,0.0,0.0,0.0,0.0,10543.737376718562,1112.1236054859157,3686.621460391104,594.0868367668966,2168.264534936476,498.3495336820167,1869.1973323680359,410.87486617179223,245.97224127821968,104.28364331816515,,,13.5643,,,,,,,,0,,8.99581,11.7529,0.0,0.0,0.0,11.8129,10.45,10.19,10.55,10.33,0.146537,0.4995729999999999,0.0,0.0,1.13218,0.812435,2.78415,2.32298,3.89078,3.32268,0.751375,0.522223,2.78589,2.15154,4.43786,3.66208,5.5444900000000015,4.66178,2.40509,1.86132,,L,9.33638,1094.9273526975128,497.4210272698152,2045.79074131634,218.65421080429192,6082.899128616006,646.3983959156076,0.041,677.6334341678072,123.09087735307699,0.0,,-11008755534.379995,-14362642105.555843,-30124.95,1950000000.0,-389.7066523626062,-282.01591485633617,629.0001044628515,204.90295412974103,1874.5373377397266,329.40145316187113,69.11749,7.807566,,9.53371,,,,29.4164,204.37,notinresolve,13.9807,,,,,,,0.54454806,,1851.3050751159928,213.59532488955912,1374.3143095461414,172.4598101862784,,,16.2344,,,,,,,13.2557,39.87025889216749,202046511010065,False
946,ECO04259,11.8071,12.2969,11.1575,4.542551,17.98109,1608.639,23.11754,432.7846,12.57663,116.1605,11.3142,0.0,0.0,14.42826,12.28952,52.49565,11.06309,205.9208,10.7286,194.2682,3.987291,571.377,11.72733,7.722094,298.0111,9.815913,21.07025,64.67664,3.653697,184.7904,10.43913,23.10213,228982.9,3568.043,0.0,48.11414,8.151378999999999,319.9413,10.82959,234.0292,10.41495,ECO04259,-20.4887,-21.0828,21.024984000946006,3.9017922355878487,0.6971,,,,,1.0,1.20974,,,,,0,5500.7,35.6239,0.743031,-0.0871983,,,,0.2917,0.4441,0.2164,,0.0204,0.0211,0.4372,0.0216,,,0.0306,,,0.0227,,,,,0.0,,,0.0,0.0,,,,0.0407,0.0062,0.0224,0.0097,0.0039,0.0984249,0.0295,0.0553,,,0.0159,,,0.0,1,0.0,,,1.0,1.19395,1.41254,,14.4562,3315.0,-20.4887,5500.7,10.1395,9.8005,1.0,,0.0,0.0,0.0,0.0,1453.0322334891712,28.605418998494876,508.05322849271727,19.81528972455086,167.98026514113113,12.399807608500495,267.6093006726007,14.687089475066252,45.13831046651485,4.997515398341205,,,13.82,,,,,,,,0,,9.87389,11.6519,0.0,0.0,0.0,11.4569,9.79,9.69,10.03,9.79,1.1946,1.19395,0.0,0.0,0.621786,0.235813,1.94674,1.30502,2.87587,2.07711,0.382114,0.138124,1.58669,0.928875,2.91164,1.99808,3.84077,2.77018,1.34702,0.8311860000000001,,L,8.9755,36.53824080283068,13.40224081447221,173.28307137556578,3.8534199283504487,520.1631680807378,11.474972490579908,16.0013,46.01092650805987,4.564352246291673,0.0,,0.0,,0.0,1.030867,12.685815769617172,7.980738475651267,67.76274340932339,6.726828379575009,206.09906901196098,9.950197197794822,103.4928,4.084791,,8.00723,,,,22.6157,205.592,notinresolve,14.0174,,,,,,,4.4166237,,291.6494076851848,7.821270794604213,208.46478961545986,6.475089904114772,,,15.4854,,,,,,,13.5857,39.460761847977295,201125517010046,False
