,srcid,iauname,sc_ra,sc_dec,sc_poserr,sc_det_ml,sc_ep_1_flux,sc_ep_1_flux_err,sc_ep_2_flux,sc_ep_2_flux_err,sc_ep_3_flux,sc_ep_3_flux_err,sc_ep_4_flux,sc_ep_4_flux_err,sc_ep_5_flux,sc_ep_5_flux_err,sc_ep_8_flux,sc_ep_8_flux_err,sc_ep_9_flux,sc_ep_9_flux_err,sc_ep_8_fmin,sc_ep_8_fmin_err,sc_ep_8_fmax,sc_ep_8_fmax_err,sc_hr1,sc_hr1_err,sc_hr2,sc_hr2_err,sc_hr3,sc_hr3_err,sc_hr4,sc_hr4_err,sc_extent,sc_ext_ml,sc_chi2prob,sc_var_flag,sc_sum_flag,mjd_first,mjd_last,sc_fvar,sc_fvarerr,n_detections,confused,webpage_url
254087,200052101010045,3XMM J114224.3+200711,175.60135518585,20.119780521343998,2.62689,42.9665,1.15703e-15,5.80846e-16,4.24781e-15,9.05381e-16,2.3497399999999998e-15,8.3167500000000005e-16,1.00937e-14,2.91207e-15,4.4812399999999994e-15,1.05823e-14,2.39187e-14,1.1515e-14,1.57094e-14,2.36131e-15,2.39187e-14,1.1515e-14,2.39187e-14,1.1515e-14,0.595195,0.158707,-0.338972,0.162683,0.145823,0.208087,-0.6714829999999999,0.347256,0.0,0.0,,,0,52235.2827314815,52235.612569444405,,,1,f,http://xmm-catalog.irap.omp.eu/source/200052101010045/
254564,200617401010042,3XMM J114503.8+193714,176.26589692416002,19.620824202824,1.29968,18.1227,9.18845e-17,3.19568e-16,5.43857e-15,1.08203e-15,7.77418e-16,7.335189999999999e-16,1.60169e-15,1.44718e-15,8.037810000000001e-15,8.90831e-15,1.82632e-14,9.23096e-15,9.480200000000001e-15,2.20437e-15,1.82632e-14,9.23096e-15,1.82632e-14,9.23096e-15,0.970088,0.08997139999999999,-0.6563899999999999,0.181555,-0.0542404,0.402505,-0.13810899999999998,0.48480200000000007,0.0,0.0,0.154242932796478,f,3,52055.8810763889,52056.2048958333,0.420013517141342,0.333700180053711,1,f,http://xmm-catalog.irap.omp.eu/source/200617401010042/
254565,200617401010013,3XMM J114503.8+195825,176.26607936295503,19.9736495028977,0.55328,350.626,2.52225e-15,5.98417e-16,8.949219999999999e-15,1.0651099999999999e-15,3.78457e-15,8.917630000000002e-16,4.65486e-14,4.12548e-15,2.4369299999999996e-13,2.6994900000000002e-14,3.1068600000000003e-13,2.7423e-14,4.30791e-14,2.91278e-15,2.8375700000000003e-13,2.86726e-14,5.99596e-13,9.39156e-14,0.57607,0.0881844,-0.440694,0.09785830000000001,0.6138060000000001,0.07313430000000001,0.245892,0.0605145,0.0,0.0,0.150258377194405,f,0,52055.8810763889,54978.326493055596,0.281820118427277,0.18810269236564603,2,f,http://xmm-catalog.irap.omp.eu/source/200617401010013/
254573,200617401010001,3XMM J114505.0+193623,176.270868329376,19.6065999888392,0.24371500000000001,47044.7,5.17167e-13,6.33186e-15,6.31249e-13,7.044809999999999e-15,5.2326e-13,6.830580000000001e-15,4.961350000000001e-13,1.1729299999999999e-14,6.6405e-13,3.8577300000000005e-14,2.84946e-12,4.2109199999999996e-14,1.91604e-12,1.58487e-14,2.57087e-12,4.7374300000000006e-14,3.89798e-12,9.19057e-14,0.113532,0.00802999,-0.130838,0.00814871,-0.504868,0.00974841,-0.517776,0.0224598,0.0,0.0,0.0696457922458649,f,1,52055.8810763889,55160.3702546296,0.0859763026237488,0.0318898484110832,2,f,http://xmm-catalog.irap.omp.eu/source/200617401010001/
256989,206553807010021,3XMM J115339.9+432737,178.41629786301002,43.460400913328,4.04016,32.1013,6.16628e-15,1.9853500000000002e-15,1.0194e-14,2.18508e-15,7.17006e-15,2.5095500000000003e-15,6.3861e-15,4.2062399999999995e-15,2.2553e-14,2.3400200000000002e-14,6.086609999999999e-14,2.43953e-14,3.07695e-14,5.26954e-15,6.086609999999999e-14,2.43953e-14,6.086609999999999e-14,2.43953e-14,0.21597800000000003,0.16831400000000002,-0.184033,0.20033499999999999,-0.290377,0.263362,-0.373028,0.416811,12.7994,12.4829,,,0,55551.0362615741,55551.2282291667,,,1,f,http://xmm-catalog.irap.omp.eu/source/206553807010021/
258193,206012602010027,3XMM J115807.4+263121,179.53122353982,26.522669008028,0.798995,201.579,6.99155e-16,5.92208e-16,2.23434e-15,8.99135e-16,2.41438e-15,9.03596e-16,4.36166e-14,5.01445e-15,2.70555e-13,3.82714e-14,3.1971100000000003e-13,3.86844e-14,3.00056e-14,3.22732e-15,3.1971100000000003e-13,3.86844e-14,3.1971100000000003e-13,3.86844e-14,0.48345299999999997,0.31055900000000003,0.111132,0.267235,0.7334510000000001,0.0881155,0.188165,0.0854207,0.0,0.0,,,1,55185.82012731481,55186.284861111104,,,1,f,http://xmm-catalog.irap.omp.eu/source/206012602010027/
260146,205550603010038,3XMM J120222.7+295142,180.59480166028,29.861795286701003,1.99698,18.3517,2.66143e-15,1.9089099999999997e-15,8.005230000000001e-15,3.3482100000000004e-15,1.24605e-14,4.83851e-15,1.7752700000000003e-14,1.12235e-14,1.24306e-13,1.0462e-13,1.65186e-13,1.05402e-13,3.8944699999999996e-14,1.0199899999999999e-14,1.65186e-13,1.05402e-13,1.65186e-13,1.05402e-13,0.438921,0.33516799999999997,0.0586124,0.284378,-0.356682,0.323775,0.348634,0.462345,0.0,0.0,,,0,55369.361631944405,55369.7455324074,,,1,f,http://xmm-catalog.irap.omp.eu/source/205550603010038/
260827,201122706010025,3XMM J120355.9+202550,180.98318626125703,20.4306106253525,1.5140200000000001,11.5249,3.0415500000000003e-15,1.5035500000000001e-15,5.80541e-15,1.96852e-15,1.2669000000000001e-15,9.77973e-16,1.13285e-15,2.17562e-15,1.05257e-14,2.1687599999999997e-14,3.3203100000000003e-14,2.2623599999999998e-14,1.08519e-14,3.26374e-15,3.2605700000000004e-14,2.79135e-14,3.4346899999999997e-14,3.8623199999999995e-14,0.376761,0.21944899999999998,-0.22899099999999997,0.186366,-0.768004,0.196515,0.553507,0.32366,0.0,0.0,,,0,52641.979178240705,52799.9971759259,,,2,f,http://xmm-catalog.irap.omp.eu/source/201122706010025/
260940,201122706010010,3XMM J120411.2+202436,181.047029824612,20.410012277569603,0.906943,61.2115,9.21838e-16,8.24291e-16,2.16332e-15,1.0547900000000001e-15,2.4686599999999998e-15,1.10368e-15,5.15274e-14,6.273169999999999e-15,1.90525e-13,3.7758099999999996e-14,2.55238e-13,3.84185e-14,4.0114499999999997e-14,4.29654e-15,2.34397e-13,5.80428e-14,2.9377399999999996e-13,7.34284e-14,0.608126,0.122723,-0.407393,0.17188499999999998,0.740472,0.0928361,-0.0482246,0.10953199999999999,0.0,0.0,,,0,52641.979178240705,52820.1624537037,,,3,f,http://xmm-catalog.irap.omp.eu/source/201122706010010/
262583,201514002010001,3XMM J120805.5+251414,182.02309167575,25.237276942774,0.39869299999999996,2152.34,1.4065200000000001e-14,1.23463e-15,5.52485e-14,2.36906e-15,2.81815e-14,1.9419399999999998e-15,1.2983100000000002e-14,2.4600300000000003e-15,6.9756100000000006e-15,4.65224e-15,1.17538e-13,6.24343e-15,1.31745e-13,4.69811e-15,1.17538e-13,6.24343e-15,1.17538e-13,6.24343e-15,0.5842149999999999,0.0321769,-0.380506,0.034295599999999996,-0.702241,0.0474056,-0.777468,0.11501099999999999,0.0,0.0,0.453411817550659,f,1,52785.6644907407,52785.8153703704,0.0271221902221441,0.85600608587265,1,f,http://xmm-catalog.irap.omp.eu/source/201514002010001/
263106,201500106010075,3XMM J120937.3+421908,182.40553720481998,42.318983081271,2.22502,11.3931,5.68995e-16,6.10538e-16,2.83019e-15,1.00468e-15,5.155199999999999e-16,6.15731e-16,3.1076099999999996e-16,8.693480000000001e-16,8.18296e-15,2.11178e-14,1.42745e-14,2.12054e-14,5.18462e-15,1.87634e-15,1.42745e-14,2.12054e-14,1.42745e-14,2.12054e-14,0.7963279999999999,0.211432,-0.578782,0.26827199999999995,-0.14763900000000002,0.44473500000000005,0.169924,0.707074,0.0,0.0,,,0,52965.8043287037,52965.923842592594,,,1,f,http://xmm-catalog.irap.omp.eu/source/201500106010075/
263533,201123101010005,3XMM J121016.9+391814,182.57072240149103,39.304029945242,0.190618,1954.69,2.25602e-15,1.7334900000000003e-16,7.14401e-15,2.9038e-16,7.72681e-15,3.04982e-16,9.65505e-15,5.89133e-16,1.58555e-14,2.64501e-15,5.3751199999999997e-14,2.84779e-15,2.82654e-14,6.8914899999999995e-16,1.93077e-14,2.38041e-14,3.32623e-13,1.36586e-13,0.328436,0.0257216,0.034768900000000005,0.0233175,-0.42221899999999996,0.0257036,-0.394038,0.053823800000000005,8.67298,10.3431,0.009464528411626821,f,3,51899.7042708333,57378.9250231481,0.338338792324066,0.101944178342819,25,f,http://xmm-catalog.irap.omp.eu/source/201123101010005/
263933,201128305010003,3XMM J121049.5+392822,182.70663943299598,39.4728224720814,0.12313299999999999,29097.1,2.5651e-14,6.19537e-16,5.10004e-14,8.446949999999999e-16,5.3175e-14,9.006730000000002e-16,7.29035e-14,1.83415e-15,1.30779e-13,6.06249e-15,3.43668e-13,6.576860000000001e-15,1.8551099999999998e-13,1.9937100000000002e-15,1.06433e-13,1.91985e-14,4.59637e-13,9.75953e-15,0.284946,0.011782299999999999,-0.013291800000000001,0.0107301,-0.368251,0.0120955,-0.363773,0.0201389,0.0,0.0,0.16820339858532,f,3,51900.1553009259,56271.792337963,0.240669012069702,0.14855174720287304,10,f,http://xmm-catalog.irap.omp.eu/source/201128305010003/
267318,200960201010001,3XMM J121826.5+294846,184.61047407253602,29.812901996012698,0.0700448,5403260.0,4.8091e-12,5.30054e-15,4.66146e-12,5.08795e-15,4.18702e-12,4.51949e-15,6.12803e-12,9.18585e-15,9.387989999999999e-12,2.53162e-14,3.08587e-11,2.84507e-14,1.50975e-11,1.0180200000000001e-14,1.47465e-11,6.00429e-14,7.00619e-11,1.32096e-13,0.0595774,0.000694196,0.0365724,0.0006694960000000001,-0.358009,0.0007220489999999999,-0.556968,0.00101572,0.0,0.0,0.0,t,3,51684.5539351852,57209.2384490741,0.200933173298836,0.00611512083560228,9,f,http://xmm-catalog.irap.omp.eu/source/200960201010001/
268265,207825302010044,3XMM J122016.2+333937,185.06787751339002,33.660503768946,1.57325,10.1045,5.030069999999999e-16,6.237230000000001e-16,5.18454e-16,4.57213e-16,2.57077e-16,4.601009999999999e-16,5.865719999999999e-16,1.27211e-15,2.13862e-14,1.06723e-14,2.49827e-14,1.08192e-14,3.78536e-15,1.50804e-15,2.49827e-14,1.08192e-14,2.49827e-14,1.08192e-14,0.26105500000000004,0.500447,-0.759731,0.325953,0.7279770000000001,0.762534,0.433609,0.362211,0.0,0.0,,,0,57710.10851851849,57710.166875,,,1,f,http://xmm-catalog.irap.omp.eu/source/207825302010044/
277795,202044001010016,3XMM J123519.9+393110,188.83297571516002,39.519671822525,0.7503770000000001,208.372,4.74642e-16,2.1993200000000002e-16,2.97761e-15,4.61281e-16,4.75087e-15,6.22051e-16,6.3328800000000005e-15,1.3140999999999998e-15,5.71711e-15,4.56447e-15,2.0981099999999997e-14,4.89923e-15,1.4263900000000002e-14,1.27744e-15,2.0981099999999997e-14,4.89923e-15,2.0981099999999997e-14,4.89923e-15,0.716384,0.114507,0.159863,0.09669349999999999,-0.313781,0.103566,-0.530938,0.222061,0.0,0.0,,,0,53149.1841666667,53149.6359606481,,,1,f,http://xmm-catalog.irap.omp.eu/source/202044001010016/
278142,206517403010003,3XMM J123542.3-001252,188.92661722071998,-0.21469786096817,1.54787,78.7819,1.85657e-15,8.05578e-16,1.0797200000000001e-14,1.71297e-15,2.60988e-15,9.89921e-16,2.13475e-15,1.78378e-15,4.13002e-15,7.94386e-15,2.1163800000000002e-14,8.446380000000001e-15,2.1135499999999998e-14,3.13441e-15,2.1163800000000002e-14,8.446380000000001e-15,2.1163800000000002e-14,8.446380000000001e-15,0.692103,0.11801800000000001,-0.667293,0.111525,-0.537687,0.298333,0.133183,0.56871,0.0,0.0,,,0,55378.9940856481,55379.0963541667,,,1,f,http://xmm-catalog.irap.omp.eu/source/206517403010003/
280634,202021802010075,3XMM J124140.5+332455,190.418916654154,33.4154910323898,1.17906,82.7043,1.58585e-16,1.20721e-16,2.14332e-15,3.04163e-16,2.54005e-15,3.8333599999999996e-16,1.99595e-15,7.0641e-16,5.68129e-16,2.56094e-15,7.34442e-15,2.7379e-15,9.04172e-15,8.50121e-16,6.970820000000001e-15,2.75344e-15,4.01652e-14,2.5807499999999998e-14,0.803007,0.088315,0.029402099999999997,0.09730369999999999,-0.46011499999999994,0.117605,0.551655,0.214943,7.43335,4.52966,,,0,53541.9552777778,53544.2624421296,,,2,f,http://xmm-catalog.irap.omp.eu/source/202021802010075/
288345,204031503010025,3XMM J125651.1+265355,194.213228434799,26.8988877841952,0.612686,178.547,2.42534e-15,2.965e-16,4.36997e-15,3.7136099999999995e-16,2.55078e-15,3.4968800000000003e-16,6.58882e-16,4.846409999999999e-16,1.45398e-14,5.038620000000001e-15,2.5024400000000003e-14,5.11156e-15,1.01822e-14,7.79277e-16,1.8374900000000003e-14,6.35285e-15,3.7233099999999994e-14,8.608159999999999e-15,0.28039400000000003,0.0673715,-0.319821,0.07009320000000001,-0.75703,0.10773599999999998,0.777109,0.133536,0.0,0.0,0.793829798698425,f,0,53903.0433333333,53907.8450462963,,,2,f,http://xmm-catalog.irap.omp.eu/source/204031503010025/
288963,201247101010035,3XMM J125725.2+272416,194.355185726376,27.404605745756896,0.30899099999999996,196.68400000000003,1.92686e-15,1.6665599999999999e-16,5.8015500000000006e-15,2.69626e-16,1.92045e-15,2.10541e-16,1.74605e-15,3.68415e-16,5.4527700000000004e-15,1.6244800000000001e-15,2.32922e-14,1.94054e-15,1.36274e-14,5.67124e-16,1.86968e-14,1.42099e-14,3.49328e-14,1.89599e-14,0.486917,0.034062,-0.512495,0.0379006,-0.55392,0.0603789,0.0694747,0.09237619999999999,0.0,0.0,0.258078664541245,f,0,51716.466481481504,56082.535439814805,0.307458221912384,0.309283286333084,12,f,http://xmm-catalog.irap.omp.eu/source/201247101010035/
289421,206523106010017,3XMM J125754.3+272921,194.47654189553,27.489266447649,3.5415099999999997,16.9287,2.78904e-16,1.82777e-15,3.6943999999999994e-18,9.64767e-16,1.7205200000000001e-16,1.61966e-15,9.52928e-15,1.05248e-14,3.5011499999999997e-15,3.5950400000000005e-14,1.28148e-14,3.77319e-14,7.48269e-16,3.81795e-15,1.28148e-14,3.77319e-14,1.28148e-14,3.77319e-14,-0.9664370000000001,0.967634,0.9822069999999999,0.516936,0.427422,0.41516899999999995,0.46331999999999995,0.31616,0.0,0.0,,,2,55383.5239583333,55383.5749768519,,,1,f,http://xmm-catalog.irap.omp.eu/source/206523106010017/
289588,201247111010009,3XMM J125805.4+281436,194.52260380176602,28.243610190258604,0.6475529999999999,385.892,7.295999999999999e-15,8.469710000000001e-16,2.8148599999999998e-14,1.46087e-15,1.40354e-14,1.2163e-15,3.351e-15,1.3962899999999999e-15,8.05572e-15,7.24624e-15,6.191829999999999e-14,7.91007e-15,5.4458100000000003e-14,2.74437e-15,5.01173e-14,9.26643e-15,1.21372e-13,5.1076300000000005e-14,0.58819,0.0391648,-0.379013,0.0417828,-0.835318,0.0549756,-0.037438400000000004,0.24507199999999998,7.178839999999999,63.0352,0.5271944999694821,f,3,51719.062222222194,51888.8006481481,,,3,f,http://xmm-catalog.irap.omp.eu/source/201247111010009/
289655,200943832010015,3XMM J125810.2+242056,194.54254129765,24.349075743679,2.31069,9.9378,3.3184999999999996e-16,1.22925e-15,1.9334399999999997e-15,2.64222e-15,5.18867e-15,2.76465e-15,8.953539999999999e-15,5.54745e-15,5.59237e-15,2.0859e-14,3.45837e-14,2.39977e-14,2.06696e-14,6.538079999999999e-15,3.45837e-14,2.39977e-14,3.45837e-14,2.39977e-14,0.68185,0.43673900000000004,0.054835,0.41038500000000006,-0.0452876,0.350292,-0.524364,0.345141,0.0,0.0,,,0,52620.8606481481,52620.9296296296,,,1,f,http://xmm-catalog.irap.omp.eu/source/200943832010015/
290258,201247105010037,3XMM J125905.1+273838,194.77145320889,27.643940705471,1.58426,17.0662,2.42248e-15,7.19313e-16,3.67309e-15,9.21072e-16,7.368010000000001e-16,6.34618e-16,2.78081e-15,1.78458e-15,5.67464e-16,4.99526e-15,1.0717700000000001e-14,5.61423e-15,8.92481e-15,2.07164e-15,1.0717700000000001e-14,5.61423e-15,1.0717700000000001e-14,5.61423e-15,0.257983,0.173051,-0.43940500000000005,0.201916,-0.383286,0.332649,-0.697346,0.714333,0.0,0.0,0.0689167901873589,f,0,51693.1455902778,51693.4373611111,1.01758253574371,0.484606087207794,1,f,http://xmm-catalog.irap.omp.eu/source/201247105010037/
291483,201247109010017,3XMM J130125.8+275307,195.357712620067,27.8855528728107,1.33255,295.039,1.3808000000000002e-14,1.59191e-15,4.0233600000000004e-14,2.32368e-15,2.58031e-14,2.39826e-15,1.3607699999999999e-14,4.2288000000000004e-15,2.12752e-14,2.01715e-14,1.30379e-13,2.1409599999999997e-14,1.02971e-13,5.37203e-15,1.30301e-13,2.3638400000000002e-14,1.30739e-13,5.0508e-14,0.513389,0.0470504,-0.260875,0.0484969,-0.669205,0.08002619999999999,-0.369764,0.274204,15.128,105.48,0.0197803135961294,f,3,51707.0426041667,51889.1668981481,0.558121860027313,0.174859061837196,2,f,http://xmm-catalog.irap.omp.eu/source/201247109010017/
294680,202059101010036,3XMM J130916.0+292201,197.31679794624,29.367160962009997,0.8886379999999999,186.138,1.45603e-15,3.20837e-16,5.06357e-15,5.24608e-16,1.7312000000000002e-15,4.04533e-16,6.24179e-16,5.70865e-16,2.66537e-15,4.61451e-15,1.23216e-14,4.77461e-15,1.06641e-14,1.0674000000000001e-15,1.23216e-14,4.77461e-15,1.23216e-14,4.77461e-15,0.559623,0.0837029,-0.550204,0.0891567,-0.727997,0.18876600000000002,0.880282,0.246529,0.0,0.0,0.841116964817047,f,0,53382.407881944404,53383.182650463,,,1,f,http://xmm-catalog.irap.omp.eu/source/202059101010036/
304557,200411808010029,3XMM J132924.1+114751,202.35082872216998,11.797594906775,1.44265,20.8354,9.09371e-16,3.9830000000000003e-16,3.06772e-15,6.096390000000001e-16,7.11455e-16,3.9818800000000003e-16,6.009069999999999e-17,5.17983e-16,5.20239e-16,2.8104299999999998e-15,5.77145e-15,3.01837e-15,7.322969999999999e-15,1.22628e-15,5.77145e-15,3.01837e-15,5.77145e-15,3.01837e-15,0.496709,0.154604,-0.628499,0.167542,-0.9587040000000001,0.38806199999999996,0.984822,1.44757,0.0,0.0,,,3,52273.8522453704,52274.0836921296,,,1,f,http://xmm-catalog.irap.omp.eu/source/200411808010029/
304605,200411808010032,3XMM J132929.2+113731,202.37193613327,11.625335668743999,1.36489,60.1324,2.0679099999999997e-15,6.309969999999999e-16,7.25762e-15,1.12131e-15,4.19425e-16,3.94376e-16,2.28783e-15,1.6800799999999999e-15,1.11963e-14,1.2295399999999999e-14,2.64329e-14,1.25599e-14,1.4910900000000002e-14,2.23697e-15,2.64329e-14,1.25599e-14,2.64329e-14,1.25599e-14,0.567445,0.116273,-0.760396,0.10585,0.184723,0.22481199999999998,-0.18248699999999998,0.507757,0.0,0.0,,,3,52273.8522453704,52274.0836921296,,,1,f,http://xmm-catalog.irap.omp.eu/source/200411808010032/
