name,oii_3726_flux,oii_3726_flux_err,oii_3729_flux,oii_3729_flux_err,neiii_3869_flux,neiii_3869_flux_err,h_delta_flux,h_delta_flux_err,h_gamma_flux,h_gamma_flux_err,oiii_4363_flux,oiii_4363_flux_err,h_beta_flux,h_beta_flux_err,oiii_4959_flux,oiii_4959_flux_err,oiii_5007_flux,oiii_5007_flux_err,hei_5876_flux,hei_5876_flux_err,oi_6300_flux,oi_6300_flux_err,nii_6548_flux,nii_6548_flux_err,h_alpha_flux,h_alpha_flux_err,nii_6584_flux,nii_6584_flux_err,sii_6717_flux,sii_6717_flux_err,sii_6731_flux,sii_6731_flux_err,ariii7135_flux,ariii7135_flux_err,oii_flux,oii_flux_err,oiii_flux,oiii_flux_err,Flux_HeII_3203,Flux_HeII_3203_Err,Flux_OII_3726,Flux_OII_3726_Err,Flux_OII_3728,Flux_OII_3728_Err,Flux_NeIII_3868,Flux_NeIII_3868_Err,Flux_Hd_4101,Flux_Hd_4101_Err,Flux_Hg_4340,Flux_Hg_4340_Err,Flux_OIII_4363,Flux_OIII_4363_Err,Flux_HeII_4685,Flux_HeII_4685_Err,Flux_ArIV_4711,Flux_ArIV_4711_Err,Flux_Hb_4861,Flux_Hb_4861_Err,Flux_OIII_4958,Flux_OIII_4958_Err,Flux_OIII_5006,Flux_OIII_5006_Err,Flux_HeI_5875,Flux_HeI_5875_Err,Flux_OI_6300,Flux_OI_6300_Err,Flux_NII_6547,Flux_NII_6547_Err,Flux_Ha_6562,Flux_Ha_6562_Err,Flux_NII_6583,Flux_NII_6583_Err,Flux_SII_6716,Flux_SII_6716_Err,Flux_SII_6730,Flux_SII_6730_Err
1.23765E+18,18.85082,19.63313,-16.34265,19.17609,2.23686,6.070815,14.59592,6.31621,16.662,6.385806,-3.644796,6.142385,20.79198,6.841556,-4.346899,6.628346,24.93687,6.908463,-5.87936,7.115716,-2.415882,6.622997,12.18991,2.797494,23.14739,8.208256,36.7676,8.43788,1.270499,7.828221,4.484534,7.904461,-10.92022,7.391366,5.448205,5.063921,31.03125,7.517879,0,0,194.8878,90.89171,1.778873,17.19987,0,0,10.98759,9.535678,0,0,0,0,0,0,9.46791,13.47155,79.22948,49.09362,3.691935,5.276545,10.54839,15.07584,0,0,0,15.95079,14.03417,7.577379,40.08915,33.9221,41.27697,22.28641,0,0,0,0
1.23767E+18,29.75245,23.05349,-22.57591,22.46683,0.5882679,6.818111,30.83392,8.342076,25.48081,8.475508,-19.85609,7.740859,51.29474,9.964985,-13.41155,8.751676,47.21997,9.287499,-62.313,10.60999,-10.02221,9.664639,20.48025,4.817767,85.20267,15.84678,61.77317,14.53148,11.70036,11.96964,4.760715,12.03275,-13.65548,10.84294,6.858978,44.77851,52.15984,11.02921,0,0,241.232,34.85961,0,0,0,0,15.41965,14.93477,13.22911,16.56952,1.111824,26.87152,0,0,0,0,21.97228,24.39455,6.453879,5.434015,18.43965,15.52576,10.07952,36.53067,0,0,27.73309,7.462138,104.5726,27.83842,81.56792,21.94746,3.955073,72.47979,2.002905,101.8879
1.23767E+18,0,-0.7680602,0,-0.7680602,1.218366,6.760057,39.39107,7.595198,68.98531,7.862199,8.442429,7.031909,79.34507,8.44398,4.145283,7.252691,26.79582,7.183861,-12.17143,8.806347,4.333328,8.59896,42.32032,3.617242,162.5443,11.89962,127.6479,10.91043,12.62266,8.989461,11.8641,9.161294,-18.90561,9.077456,0,1.086201,31.25601,8.897691,0,0,0,0,2.25E+08,1.51E+08,0,0,257.6629,44.58236,387.6081,54.0097,16.98696,19.5374,0,0,22.3148,614.6046,556.7188,55.61402,14.67954,10.33176,41.94154,29.51931,12.20537,16.70094,0,0,90.51779,10.52127,281.0418,36.8066,266.2288,30.94491,0,0,3.777263,96.2486
1.23767E+18,21.9395,4.318907,30.81212,4.347569,3.703632,2.478746,0.1541028,2.447852,4.248777,2.42368,0.09997761,2.543071,10.32853,2.592216,8.812378,2.633552,10.07658,2.664125,-0.01293322,2.439064,5.946729,2.246488,11.37009,0.9951465,32.98522,3.351374,34.29483,3.001588,15.56216,2.492371,8.19093,2.59742,-4.142787,2.708904,57.15815,70.98802,8.118209,1.839801,0,0,67.28988,958.1515,29.89296,3689.05,3.525307,5.63184,0.5278882,19.11304,3.914561,4.068074,0,0,0,0,0,0,18.97084,7.140412,5.288022,1.316525,15.10863,3.761499,1.979213,8.435242,7.960271,4.506279,16.04216,2.456455,38.51942,6.945294,47.18282,7.224869,16.60703,3.789503,11.05379,5.072447
1.23766E+18,5.643437,4.490847,20.4698,4.56877,17.70915,3.435719,0.9298036,3.315892,1.07492,3.423823,1.744894,3.052473,9.084907,3.950819,30.7727,4.513144,71.75583,4.492184,2.932165,3.194619,4.324946,2.697694,20.58343,2.355941,55.35102,4.453913,62.08438,7.106055,3.235522,5.322926,3.117471,5.438073,0.5700677,4.297837,22.52562,4.197944,73.21875,4.7744,0,0,47.08584,15.39657,7.715972,6.227095,17.22071,4.028817,0,0,0,0,1.036523,0,0,0,0,0,13.17116,6.391504,35.2264,3.40409,100.6469,9.725972,3.646496,4.46123,0,0,30.9892,4.302924,79.66698,8.585621,91.1447,12.65566,7.999804,8.387243,0,0
1.23766E+18,18.02751,4.406373,23.46477,4.283905,1.920694,3.279848,0.8414934,2.610258,11.56731,2.582108,3.627758,2.467471,30.05399,2.545112,2.913555,2.916394,8.29346,3.048454,6.191628,1.849873,6.754555,2.047396,15.40927,0.7933716,144.8163,3.741578,46.47792,2.392989,20.69465,2.218439,14.68729,2.120759,-2.919143,2.554144,41.49027,16.20526,8.29346,3.610875,0,0,62.47969,23.22371,60.53938,26.5409,7.407238,17.89225,0.7174615,84.87267,21.30853,8.712947,1.164886,56.92795,0,0,0,0,73.11395,12.15845,4.725866,3.069085,13.50247,8.768815,14.06967,5.986724,21.40057,11.29309,31.62574,3.125312,280.3051,14.86977,93.01688,9.192096,43.39291,8.660016,30.95773,8.108969
1.23766E+18,-15.68176,6.8824,11.85121,6.892231,-1.479768,4.022402,-2.098277,4.352303,11.01161,4.422866,-1.383504,3.585953,12.38712,4.348849,-0.0797229,4.718052,9.809258,3.679998,-2.891947,2.911886,-0.7219674,2.457039,4.824603,1.000218,9.264038,3.384577,14.55212,3.016885,3.144253,2.680869,3.967407,2.77103,-4.838233,3.126651,-4.852172,9.880768,6.750955,2.191343,0,0,77.90903,24.86549,8.752744,41.75028,0,0,0,0,16.20281,7.872333,2.916963,82.37173,0,0,0,26.68836,14.78802,8.122109,3.435371,4.368939,9.815345,12.48268,0,0,5.38546,8.553262,6.544939,2.090052,12.60829,7.186994,19.24982,6.147212,0,0,7.485286,13.92104
1.23766E+18,17.66852,7.742379,49.66407,7.75018,9.254808,3.974583,-1.821416,4.067994,-4.311695,3.967434,-6.59422,4.168144,15.00334,4.460034,24.2208,4.933188,41.49779,5.578882,1.70972,3.810675,10.36995,4.250736,44.14067,2.038169,169.8301,6.802347,133.1384,6.147581,26.54393,4.627048,26.14979,5.845838,5.014251,5.48496,73.54398,406.6933,39.55772,5.794828,0,0,194.3306,92.1977,16.05934,65.52868,56.7233,34.18613,3.02593,15.87985,10.09645,8.356909,0,0,0,0,0,0,58.71489,14.47562,29.89823,5.873788,85.42351,16.78225,0,0,14.44556,14.43066,83.88861,7.864044,301.5236,17.53561,246.7312,23.12954,26.81697,10.45408,54.3586,23.38008
1.23766E+18,22.87481,5.689797,22.22341,5.767381,-3.139096,3.170538,9.304932,3.288719,6.483279,3.083884,-0.5980887,3.383185,15.89628,3.479784,1.129147,3.487114,16.94777,3.552518,-2.716345,3.321645,5.701546,3.392587,16.40938,1.4769,36.93149,4.402436,49.49449,4.454668,22.13634,4.339329,13.9313,3.619102,-4.491692,3.846946,42.83758,29.3259,14.1913,2.814829,0,0,88.7933,33.34631,24.24617,14.01079,0,0,9.376511,7.91718,11.76845,13.46416,5.258864,9.0513,0,0,0.4597005,0,38.98961,14.5617,7.233209,3.574733,20.66631,10.21352,16.82491,14.08992,7.34788,11.5554,32.34895,4.377726,62.32768,10.97044,95.14398,12.87566,31.37168,11.20746,21.99086,10.60703
1.23766E+18,31.90972,8.733199,23.69403,8.589408,-3.684472,3.649162,7.129354,3.039224,3.434031,2.988255,-6.352665,3.309728,16.24044,3.941033,-1.53284,3.522869,16.5859,3.40098,3.291844,2.358619,9.087515,2.821223,23.18947,1.535569,79.26894,6.081768,69.94479,4.631626,32.78361,4.096642,18.52235,3.985049,-8.718633,4.713736,58.83575,293.3769,16.14299,4.046021,0,0,89.82908,38.58874,99.9669,205.0929,0,0,13.78868,6.098866,0,0,0,0,0,0,2.084876,0,27.53334,10.28059,14.43451,4.629588,41.24146,13.22739,13.20158,20.34121,22.86035,9.505589,42.21861,3.807263,141.5326,14.67007,124.1724,11.19783,56.97994,17.55293,28.78109,15.86487
1.23767E+18,27.7513,4.202388,32.06609,4.255944,9.375657,2.834792,10.11564,2.557113,14.38278,2.441949,-1.585719,2.373024,15.00258,2.16873,19.86584,2.320627,54.85305,2.567179,3.794017,2.525625,8.235068,1.565626,18.41026,0.6633897,58.66123,2.323435,55.52959,2.000934,27.28709,1.844439,19.41391,1.786682,2.737578,1.988358,59.07086,13.89793,53.90072,2.780771,0,0,87.1178,65.22923,40.30455,50.09383,11.43654,5.597957,20.89521,8.254992,27.14263,8.470037,0,0,0,0,2.787837,9.005877,31.48555,7.763432,34.76309,2.568926,99.3231,7.339789,14.3803,48.9908,11.58759,4.805415,34.29445,1.846762,101.0493,4.981728,100.866,5.431653,38.81414,5.233514,27.56163,4.073884
1.23768E+18,15.10088,6.173184,6.338756,6.125043,2.195046,3.681078,1.392771,2.897491,10.32992,2.844393,0.1950476,3.596645,8.434651,2.955741,2.969623,3.582508,21.02449,3.742518,-4.991749,3.011667,3.980749,3.317131,17.08428,1.44672,29.21316,3.55793,51.53014,4.363638,11.30311,3.530103,7.689004,3.568697,-1.236334,3.719187,20.33723,31.67853,24.72937,4.964236,0,0,50.85491,73.84748,152.4821,75.48386,0,0,17.83575,37.92233,17.56766,7.113115,14.87541,11.27665,0,0,0,0,36.14713,16.10843,11.95794,4.222239,34.16553,12.06354,0,0,8.263357,9.558966,32.00312,4.440218,54.38834,10.95913,94.12683,13.05947,11.32005,7.672857,9.756202,7.221422
1.23766E+18,30.16005,3.792084,28.12259,3.775308,8.825817,2.899468,14.24488,2.361927,29.38633,2.538174,-0.008383965,2.357021,59.7435,2.660772,9.19878,2.358293,27.72735,2.559351,7.367685,1.837093,7.064601,1.902234,30.22617,0.8859328,225.5074,3.681009,91.16909,2.672175,31.88713,2.304922,20.35005,2.089384,-7.694582,3.004417,55.61604,4.723589,31.87942,3.305783,0,0,42.86761,52.34018,92.26527,44.16089,22.81857,11.79605,22.03272,9.280817,46.79295,6.830287,0,0,22.71774,15.59263,0,0,100.8298,8.580905,21.91762,3.869695,62.62177,11.05627,13.93226,4.770467,9.839114,5.383286,49.34978,2.34684,355.7148,11.35555,145.1464,6.902469,48.33503,6.040769,34.75399,5.794382
1.23766E+18,15.18521,3.631568,17.29045,3.478586,4.176425,2.767227,1.757072,2.69663,16.2711,2.5415,0.5705994,2.544116,37.07109,2.906654,13.038,2.957329,18.85209,3.815989,5.415251,2.159168,3.782709,2.641294,25.03804,1.369082,182.4908,4.56574,75.5205,4.129462,23.36246,2.676517,19.2233,2.79884,3.578282,2.967118,31.18157,10.42722,17.79209,3.786247,0,0,0,0,144.1283,25.31276,16.21092,25.69415,0,0,44.75126,12.83031,0,0,0,0,0,0,99.81762,13.77703,19.63536,5.725111,56.10104,16.35746,15.27659,7.682828,7.236438,13.31131,52.0585,4.416179,349.7968,16.35826,153.1132,12.98876,39.23941,7.808681,37.08196,9.305861
1.23766E+18,17.41065,3.350985,14.62542,3.328871,3.770665,2.303902,2.522397,3.074023,4.152373,3.069894,3.777526,2.205985,12.70515,3.490745,6.083314,2.380349,25.99299,2.962864,-0.2648311,2.551464,4.378981,1.803626,17.00067,1.097412,64.14531,4.274815,51.27795,3.310045,14.25052,2.944666,7.504984,2.928689,0.09405538,2.582303,30.15547,4.758452,22.99753,2.972058,0,0,42.88089,16.91012,19.86022,14.44693,6.257295,10.23291,3.121842,107.9843,3.320981,12.08924,6.403228,4.705176,3.659151,39.98797,0,0,16.86075,6.119749,13.62158,2.736904,38.9188,7.819725,35.68497,0,9.544324,6.109271,37.72795,2.537948,94.4544,8.253911,110.9646,7.464552,24.4518,8.165509,10.53051,6.312135
1.23765E+18,-18.47826,14.56566,32.72939,14.68432,-12.46492,5.160966,60.80128,5.240274,48.61049,5.028177,-24.88424,5.130074,52.89118,5.339538,-11.34077,5.861299,45.68934,6.158856,-14.7992,4.652905,10.46927,5.21473,18.73259,2.173869,42.05721,7.114397,56.50182,6.556885,0.6967432,5.881055,-1.290979,5.948189,-8.987631,7.165855,15.27617,8.813334,58.25545,6.833074,0,0,17.06615,13.32159,5542.127,238.7119,0,0,244.1127,20.78892,190.185,16.55577,0,0,0,0,0,0,203.7186,20.58732,51.79755,8.970893,147.993,25.63112,0,0,9.894796,8.316231,25.0803,5.351737,74.6782,22.82222,73.76559,15.7404,0,0,0,0
1.23766E+18,259.8438,15.82006,332.1572,16.39523,34.91885,6.145715,25.4368,4.995653,44.92041,4.841496,2.520623,5.484352,87.14501,5.90183,72.42016,5.957815,177.941,6.688577,11.45037,5.36435,85.39954,6.61968,184.8075,3.029639,358.9375,8.592453,557.4221,9.138082,272.9133,7.910731,204.9141,7.426442,19.90789,6.31529,603.5656,171.7547,166.8596,6.82815,0,0,380.4697,97.75774,703.817,106.4371,42.08784,14.18596,71.88689,18.15001,87.31378,16.47059,0,0,1.26807,0,0,0,168.9861,19.87902,101.2104,5.885159,289.1725,16.81474,6.230814,84.26299,117.5202,20.59985,259.1634,7.427301,527.4301,20.71716,762.2452,21.845,356.8301,23.40907,273.2965,21.51692
1.23768E+18,33.67769,4.327229,49.55598,4.302582,9.667235,3.139863,20.44097,2.574679,38.98364,2.435992,11.99357,2.698793,103.7646,2.476926,9.090936,2.302568,19.0945,2.292447,9.946404,1.925957,11.32849,1.755477,55.35286,0.8252161,523.1592,3.675135,166.957,2.48904,50.55608,2.000593,39.23057,1.982378,-2.365397,2.333758,79.96874,6.833045,20.01475,2.806552,0,0,0,447.0566,319.262,412.4768,57.92671,21.70063,75.14315,13.14643,119.5402,12.44695,23.36466,9.463231,0,0,0,0,290.292,13.36377,18.66867,3.776373,53.33907,10.78964,0,0,25.7423,7.865142,126.6788,3.128823,1129.697,18.71352,372.5847,9.202419,102.2005,7.032329,77.30759,7.745985
1.23766E+18,6.748533,18.89584,12.08509,19.03035,10.41885,7.220488,0.6380097,6.149313,2.735416,6.07881,-16.57378,7.071689,20.94693,6.250644,-2.777021,7.222286,20.9153,7.123381,4.962931,7.058986,0.8129557,7.474434,33.9861,3.49956,113.5019,10.26631,102.5099,10.55547,35.31281,8.567256,0.05369442,8.346499,-16.05337,8.005913,15.95129,12.90522,19.20215,6.326236,0,0,45.03484,31.72876,1198.964,205.1302,0,0,39.74665,28.81649,111.115,48.42182,0,0,0,0,0,0,162.4228,37.28732,12.71844,8.830031,36.33839,25.22866,75.53038,26.72118,31.95527,42.03514,74.29967,11.92336,259.1575,32.73403,218.5284,35.0687,58.27125,32.97612,0,0
1.23766E+18,123.2561,8.369539,114.4311,8.723736,-4.782366,4.861008,45.22564,3.733587,88.23647,3.784264,10.32613,3.824327,217.3733,4.290766,17.16784,3.084553,58.54227,3.450486,24.1486,2.92765,44.85697,2.70778,171.0648,1.73151,1147.825,8.841012,515.9709,5.222628,172.0913,3.730136,140.2627,3.503926,5.19234,2.623283,253.5884,60.63055,65.84271,4.384608,0,0,1118.868,147.3283,121.175,59.69011,6179.891,0,283.931,36.66505,433.5012,31.40021,68.85155,26.75822,52.28282,48.84004,0,0,767.3964,33.51077,82.30716,7.339939,235.1633,20.97125,73.77682,16.78981,110.6613,11.21454,455.8876,14.88754,2933.855,84.82632,1340.846,43.78689,441.6087,17.70791,349.3132,18.65827
1.23766E+18,296.6949,12.77311,370.6503,13.20472,33.30668,4.105565,22.80189,3.860814,63.73277,3.800898,5.20325,3.697239,119.1142,4.231349,28.93089,3.908309,109.4948,4.199505,4.255033,4.061484,119.7136,4.1585,106.7979,1.77236,428.3043,6.280498,322.1271,5.345841,266.3398,5.098937,215.2189,4.911758,-1.534724,4.098844,668.6011,148.9288,112.6481,4.936956,0,0,0,446.3699,1444.494,491.1459,48.18074,12.94928,72.4477,15.26561,151.7782,14.4951,10.40391,7.541558,0,0,0,0,241.3875,13.36677,69.68534,4.960855,199.101,14.17387,27.22582,13.96573,201.4462,11.20941,182.5036,5.193834,679.3084,17.79322,536.7753,15.27598,409.0239,14.94502,341.3971,17.66167
1.23766E+18,0,-0.7873635,0,-0.7873635,31.46776,8.589387,147.3366,7.293128,190.5229,7.559293,-14.34786,8.7131,395.9485,8.709839,54.75391,9.16318,240.483,9.235972,-14.15559,7.255616,93.52316,10.29735,452.72,5.060283,1467.31,14.95297,1365.508,15.26297,275.3811,11.53279,217.1916,11.46443,-5.875766,10.57229,0,1.1135,269.5409,11.93984,0,0,0,0,0,0,39.55753,23.83149,369.6929,40.59061,1214.315,72.39431,3.752333,363.1317,0,0,8.916755,45.24136,1626.051,44.94754,176.5161,12.65016,504.3317,36.14331,19.27112,30.3637,103.1742,37.31753,898.1445,16.48102,2767.365,43.79788,2641.602,48.47358,334.9287,29.19583,269.1154,33.18167
1.23766E+18,2130.539,9937.361,-389.2647,2615.659,-16.92069,10.87331,69.84084,11.37399,91.86623,11.69121,-35.19794,11.25028,143.8792,12.33804,-24.85794,12.04664,95.34657,12.40023,-101.6798,11.58109,-7.389676,13.33961,39.9722,6.044986,109.2227,18.98652,120.5654,18.23305,3.081329,16.90791,-1.282879,17.04258,-53.43722,14.29505,1187.924,14323.43,100.2739,14.4299,0,0,150.1923,46.68866,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.01386,8.066525,31.53089,9.160234,30.85809,2.719721,54.73712,7.784434,90.75909,7.99918,54.61503,8.114236,59.69805,9.409272
1.23766E+18,0,-0.746414,0,-0.746414,-35.88292,10.3365,63.63436,10.57165,162.0763,11.63798,-85.52739,12.18464,156.2231,11.96865,-85.54459,12.94281,159.3052,13.36974,-60.85467,10.55805,1.132558,14.13953,53.58867,5.967824,180.228,17.78222,161.6358,18.00031,29.00685,20.05808,-17.10468,20.1206,-49.59467,15.09972,0,1.055589,158.8442,12.01561,0,0,0,0,0,0,0,0,36.23687,45.492,335.5749,40.28873,0,0,0,0,9.121109,0,1012.424,94.83243,30.34146,9.704132,86.68988,27.72609,0,0,15.49967,17.25101,81.68224,13.45466,247.5245,38.44718,240.2419,39.57253,0,0,0,0
1.23766E+18,16103.04,155668.5,-3304.769,16599.78,4.071524,7.13477,23.86167,8.708972,17.61845,9.213075,-17.65172,7.833532,77.54214,10.22657,-21.03257,8.728303,58.42569,8.964362,-108.6868,9.835124,4.996019,10.21851,37.82572,5.128596,213.8311,17.69538,114.0911,15.46901,45.38047,12.25636,8.775305,12.61254,-31.96033,11.68072,0,1.047618,77.58427,10.30137,0,0,3283.389,0,557.5874,-9999,16.4486,22.19828,0.5493131,0,2.502213,0,0,0,0,0,0,0,283.4408,57.98997,11.5031,11.22463,32.866,32.07038,0,0,8.712442,35.04254,116.6355,16.28824,316.9306,42.60027,343.0455,47.90659,38.35421,26.481,15.15961,25.57409
1.23766E+18,24.61695,5.868407,26.58421,5.60533,13.41111,4.105278,6.984783,3.76454,10.90558,3.547992,0.539026,3.564914,31.64472,3.819957,60.5866,3.958855,210.37,5.204318,5.25982,3.179015,11.48709,2.966176,62.43753,1.449746,140.2773,4.528658,188.326,4.372763,44.15701,3.332808,33.86883,3.501542,11.12452,3.598999,47.76067,21.01446,206.3058,5.318716,0,0,130.0342,224.8733,79.44306,84.45041,14.27487,13.9294,50.08992,22.1536,32.21259,14.44231,0,0,18.22337,11.92203,14.54435,13.52489,91.43554,17.14676,156.4209,6.721701,446.9167,19.20486,17.91572,8.921098,23.41187,9.10543,130.1394,5.38838,272.6514,13.52217,382.7629,15.84818,74.79987,10.92821,56.81251,11.12168
1.23766E+18,81.51732,16.18227,-57.09671,16.25502,3.032293,4.341256,2.950375,4.487551,11.66963,4.544332,-9.981442,4.490839,19.56119,5.073077,-4.995906,4.959099,9.722872,4.830437,-16.98749,4.794681,-2.605653,4.953574,5.810754,1.957496,53.72076,8.950492,17.52658,5.904252,17.89175,6.537332,-20.3059,6.279191,7.058022,9.483416,24.12011,24.18953,13.46137,4.782452,0,0,56.90285,56.91396,7.567486,125.5205,0,0,0,0,12.10237,8.496969,0,0,0,0,0,0,12.13771,5.705168,2.312847,2.723552,6.608135,7.781577,0,0,0,0,5.094713,2.296837,40.68939,11.36406,14.98445,6.755404,7.893728,11.89118,0,0
1.23766E+18,86.73219,5.403193,145.7936,5.637631,13.43635,3.523468,87.64391,3.963656,158.0041,4.14436,4.549326,3.031187,346.2547,5.108376,47.08659,3.273924,146.9842,3.950505,35.90514,3.113235,15.91983,3.031549,126.3602,1.512944,1257.153,10.1721,381.1315,4.563383,120.8785,3.515269,85.37621,3.237473,19.84805,8.273149,229.8223,22.08038,138.4072,3.986726,0,0,4687.284,0,314.7537,16.61489,0.847056,0,158.6968,11.86675,277.7882,14.93121,3.749903,13.76727,0,0,0,0,543.5124,20.142,72.90332,3.319603,208.2952,9.484579,62.22786,11.66901,23.04321,4.769077,202.5524,4.893773,1794.103,39.09407,595.7423,14.39345,161.3641,9.280677,116.2346,7.419993
1.23766E+18,10.09533,2.958546,15.82713,2.894662,-0.8040547,2.052771,9.335352,2.12374,13.69565,2.104091,1.720824,2.088777,23.32791,2.795959,5.814162,3.061847,14.3835,2.664457,3.929616,1.856343,0.9159651,2.148612,20.32645,1.7285,136.102,16.45709,61.30925,5.21355,16.81882,2.979108,4.515178,4.319218,5.713648,3.672298,26.45581,20.69145,17.81226,3.682445,0,0,17.35114,0,63.49409,12.62479,3.66119,7.330918,7.678868,4.572585,16.54611,5.69408,3.609269,6.887372,1.778968,19.21311,0,0,30.50043,7.802431,13.73837,3.510519,39.2525,10.03005,9.159621,6.497148,0,0,31.56905,3.292567,181.2672,14.7496,92.85014,9.684022,39.5235,11.66005,6.695329,9.096374
1.23766E+18,0,-0.8178884,0,-0.8178884,223.9365,13.45819,449.0825,12.22096,869.5,15.1284,61.15493,11.81497,2037.056,24.42722,951.1307,19.05824,2876.047,31.42904,299.1398,13.26052,449.3046,17.57518,1311.06,12.2281,9504.388,75.10806,3954.461,36.88274,1843.751,28.6763,1428.183,25.9183,197.6488,16.84832,0,1.156669,2904.438,31.48903,0,0,0,0,0,0,1254.147,130.004,2446.226,95.82738,4064.777,124.4559,209.2189,86.09401,44.89295,94.77931,0,0,7874.261,145.5802,3510.91,61.76606,10031.17,176.4745,908.4191,73.06373,0,0,3911.186,61.66486,25687.68,346.4817,11503.49,181.3672,4759.421,123.8067,3615.734,96.53432
1.23765E+18,27.88745,5.204772,25.64131,5.016284,13.85768,3.629299,12.32635,3.334725,28.97029,2.947416,-3.423658,2.993492,66.63547,3.163166,37.52306,3.410642,114.7453,3.972939,8.924231,2.031057,9.864122,2.107695,73.68139,1.25197,352.3016,4.501083,222.2401,3.776227,47.12626,2.637882,43.05138,2.610683,3.700808,2.606907,55.42053,73.29262,120.7629,4.565545,0,0,0,0,255.9918,36.81675,31.47251,15.79545,36.08831,14.76401,122.6986,19.01258,0,0,23.14956,0,2.466124,1146.913,254.9736,19.73094,126.2315,8.390254,360.6614,23.97215,33.35113,10.24129,20.79211,7.805813,183.5669,5.237064,849.3591,28.08207,539.9026,15.40313,103.2255,11.99481,98.34684,11.41257
1.23765E+18,25.99112,4.468722,37.24373,4.572992,4.622935,2.995557,14.82126,2.542616,20.65664,2.504589,3.82137,2.714467,42.8634,2.590185,24.46354,2.788452,59.6338,3.105614,3.596297,2.360318,8.263198,2.444713,41.56399,1.074512,168.2825,3.431593,125.3666,3.240974,42.60325,3.473609,38.06675,3.295639,3.182012,2.948445,71.39352,107.5543,67.02843,3.838615,0,0,340.9453,357.5197,51.78436,266.6284,0,0,58.63884,12.97432,123.1942,18.71321,24.94919,22.02085,5.006176,14.81164,0,0,188.9697,15.94121,66.54578,5.138137,190.1308,14.68039,54.18006,19.97091,14.75405,8.243532,93.01392,3.880845,367.6229,10.53317,273.5703,11.41425,71.74152,11.13968,66.66253,10.82801
1.23765E+18,6.114975,5.539288,26.66143,5.699478,0.1950738,3.091325,1.875364,2.919956,4.741614,2.866017,-7.704764,2.791321,8.153753,2.878488,-3.713458,2.869364,12.70826,3.058209,0.6765749,2.153457,7.380795,2.158078,6.459889,0.8849875,24.14726,3.149328,19.48452,2.669324,6.508136,3.81233,9.788574,3.937502,-4.295071,2.644665,35.69007,47.17514,11.11195,3.166615,0,0,16.57377,0,27.16818,0,0,0,3.020787,0,5.390949,0,0,0,1.03872,0,0.224569,0,8.579564,0,2.642831,0,7.550946,0,1.08172,0,1.976388,0,4.998391,0,13.62824,0,14.70115,0,5.295782,0,4.63395,0
1.23765E+18,67.43156,8.222846,110.8328,8.341013,23.95133,4.445848,11.36189,3.9411,23.13677,3.377471,4.103908,3.816652,56.08046,3.715756,42.93272,3.910213,151.602,4.915576,4.563097,2.859879,19.30151,3.047993,46.78593,1.434306,195.596,5.252851,141.1172,4.326192,62.63815,3.582917,41.93204,3.549703,8.563538,3.972678,173.7831,35.4159,153.9596,5.275039,0,0,137.9412,146.1881,102.7213,132.0355,21.46135,9.779189,16.74429,12.44594,34.70623,7.431161,2.79594,20.26934,2.856289,7.855665,0,0,79.79227,7.601332,59.69984,3.0077,170.571,8.59343,8.087276,5.625744,27.18584,8.900703,54.26242,2.709312,218.0714,11.80557,159.5954,7.968564,65.23586,8.322525,41.09813,6.496874
1.23765E+18,137.0981,35.00519,-109.3825,35.51165,9.753709,7.350925,10.40504,8.618847,21.6122,8.533022,-31.52163,8.281774,40.94409,9.077754,-13.60663,8.921597,51.7076,9.110201,-52.77564,9.787053,0.9125664,9.083426,9.996197,4.118559,82.36397,13.4769,30.15084,12.42251,19.2708,12.05286,-6.909879,12.08839,-29.17625,11.7389,24.19918,44.9181,57.00447,9.329879,0,0,214.6958,29.35261,0,0,8.615096,10.5647,0,0,18.81089,68.85448,0,0,0,0,0,0,65.79543,37.21572,27.61176,19.5056,78.89075,55.73029,0,0,16.87595,38.22672,32.3489,7.168727,55.39931,21.73724,95.14382,21.08449,11.89991,12.19306,8.445413,102.5396
1.23765E+18,336.3797,16.16046,127.9838,16.04048,88.31808,6.334414,29.59464,5.081827,69.06818,5.177205,8.473052,5.732373,172.7209,5.930256,245.4075,7.273539,781.7502,9.65309,10.38114,5.921103,136.6725,6.611156,340.5549,3.601435,729.5321,10.46493,1027.192,10.86275,243.6409,7.554672,220.9817,7.545782,7.5688,6.707814,455.4711,115.0725,780.1592,9.850889,0,0,1182.666,16440.25,287.2851,55793.63,140.5783,22.43984,182.5387,24.44231,281.9624,29.01091,19.612,18.22569,7.305936,23.30376,5.679646,34.42734,480.8493,23.15761,587.1758,11.48601,1677.645,32.81718,43.64062,19.63358,284.8373,23.18831,663.8206,13.59574,1347.262,34.35997,1952.413,39.98748,414.4641,24.02372,368.7098,29.94233
